CDIAToBrokerCode	CDIA	Start	2026-01-21	End	2026-01-21	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	178,628	27,032,226,000	1513.33	1	XL	171,843	26,025,409,500	1514.49
CC	112,728	17,043,542,000	1511.92	2	CC	96,597	14,593,183,500	1510.73
XC	81,157	12,270,313,500	1511.92	3	PD	79,867	12,098,241,000	1514.80
PD	79,214	11,961,390,000	1510.01	4	XC	67,412	10,198,021,500	1512.79
YP	45,902	6,931,669,000	1510.10	5	YP	45,549	6,890,357,000	1512.74
AO	39,986	6,041,414,000	1510.88	6	ZP	37,875	5,720,699,500	1510.42
SQ	36,581	5,525,737,000	1510.55	7	YU	34,318	5,198,963,000	1514.94
CP	28,371	4,299,186,500	1515.35	8	HP	31,615	4,769,783,000	1508.71
AK	28,046	4,261,905,000	1519.61	9	GR	30,344	4,573,905,500	1507.35
NI	20,634	3,121,544,500	1512.82	10	LG	29,062	4,390,395,500	1510.70
IN	20,250	3,052,750,000	1507.53	11	NI	23,710	3,578,035,000	1509.08
GR	19,066	2,878,231,000	1509.61	12	IN	20,010	3,011,505,000	1505.00
ZP	18,215	2,758,630,500	1514.48	13	AK	18,532	2,816,638,000	1519.88
OD	16,656	2,517,800,500	1511.65	14	CP	17,535	2,652,335,500	1512.60
KK	16,109	2,436,427,000	1512.46	15	DR	16,915	2,548,701,500	1506.77
AZ	15,657	2,359,809,500	1507.19	16	CD	14,337	2,160,925,000	1507.24
YU	13,280	2,007,076,000	1511.35	17	AZ	14,124	2,144,395,000	1518.26
YB	11,273	1,708,158,500	1515.27	18	BB	14,051	2,116,766,500	1506.49
EP	10,609	1,606,176,500	1513.98	19	DP	14,051	2,116,604,000	1506.37
RF	10,100	1,535,250,000	1520.05	20	OD	13,018	1,965,931,500	1510.16
BQ	9,834	1,488,676,000	1513.81	21	KK	10,873	1,644,428,500	1512.40
IF	7,276	1,099,427,500	1511.03	22	BQ	8,763	1,325,258,500	1512.33
DH	6,597	996,535,500	1510.59	23	YB	8,411	1,273,123,500	1513.64
XA	5,322	807,927,500	1518.09	24	EP	8,054	1,222,478,000	1517.85
KI	5,141	778,381,500	1514.07	25	SQ	7,719	1,167,033,000	1511.90
DR	4,940	745,017,500	1508.13	26	DH	6,824	1,031,712,000	1511.89
AI	4,453	669,281,000	1502.99	27	XA	6,556	994,709,000	1517.25
BK	4,264	646,066,500	1515.17	28	BK	5,017	758,302,000	1511.47
HP	3,521	534,593,500	1518.30	29	AO	4,196	634,525,500	1512.22
TP	2,475	373,433,500	1508.82	30	DX	4,168	628,868,000	1508.80
EL	2,250	339,750,000	1510.00	31	YJ	2,781	418,680,500	1505.50
LG	2,177	329,746,000	1514.68	32	TP	2,611	395,257,000	1513.81
MG	1,891	285,205,000	1508.22	33	EL	2,000	303,000,000	1515.00
SH	1,809	273,194,500	1510.20	34	MG	1,311	197,690,000	1507.93
AT	1,620	244,019,000	1506.29	35	IF	1,223	186,315,500	1523.43
YJ	1,407	213,374,500	1516.52	36	BR	1,020	155,010,000	1519.71
BR	1,155	175,815,000	1522.21	37	AF	1,000	151,500,000	1515.00
YO	1,000	152,000,000	1520.00	38	OK	1,000	150,500,000	1505.00
OK	1,000	151,500,000	1515.00	39	DU	975	147,225,000	1510.00
DU	980	148,002,500	1510.23	40	RS	700	106,050,000	1515.00
DX	920	139,001,500	1510.89	41	AI	675	102,475,000	1518.15
FZ	821	123,470,500	1503.90	42	AT	502	76,257,500	1519.07
MU	795	120,252,500	1512.61	43	RO	215	32,572,500	1515.00
LS	755	113,822,500	1507.58	44	FS	200	30,200,000	1510.00
RG	600	90,400,000	1506.67	45	SF	170	26,070,000	1533.53
AG	572	86,347,500	1509.57	46	SH	159	23,917,000	1504.21
ES	514	77,607,000	1509.86	47	HD	100	15,050,000	1505.00
RO	330	49,665,000	1505.00	48	KI	70	10,642,000	1520.29
HD	225	34,170,000	1518.67	49	LS	65	9,882,500	1520.38
IT	200	30,000,000	1500.00	50	ES	50	7,550,000	1510.00
JB	165	25,007,500	1515.61	51	PC	31	4,696,000	1514.84
RS	100	15,000,000	1500.00	52	IU	25	3,775,000	1510.00
ID	95	14,392,500	1515.00	53	AG	22	3,339,000	1517.73
QA	90	13,558,500	1506.50	54	 	 	 	 
CD	77	11,596,000	1505.97	55	 	 	 	 
PF	72	10,915,500	1516.04	56	 	 	 	 
BS	67	10,184,000	1520.00	57	 	 	 	 
IU	65	9,897,500	1522.69	58	 	 	 	 
PG	50	7,600,000	1520.00	59	 	 	 	 
GA	50	7,525,000	1505.00	60	 	 	 	 
SA	30	4,620,000	1540.00	61	 	 	 	 
SF	30	4,527,500	1509.17	62	 	 	 	 
GI	25	3,775,000	1510.00	63	 	 	 	 
FS	15	2,262,500	1508.33	64	 	 	 	 
TF	10	1,500,000	1500.00	65	 	 	 	 
PC	2	302,000	1510.00	66	 	 	 	 
IH	1	154,000	1540.00	67	 	 	 	 
AD	1	151,000	1510.00	68	 	 	 	 
