CDIAToBrokerCode	CDIA	Start	2026-01-19	End	2026-01-19	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	488,122	77,194,251,000	1581.45	1	XL	402,796	63,495,997,500	1576.38
CC	274,110	43,087,916,000	1571.92	2	CC	270,504	42,359,951,500	1565.96
AK	226,873	35,453,306,500	1562.69	3	AK	238,436	37,865,633,500	1588.08
XC	203,391	32,200,927,000	1583.20	4	XC	204,200	32,175,028,500	1575.66
YP	153,940	24,323,300,500	1580.05	5	CP	125,877	19,614,346,000	1558.22
MG	118,841	18,782,478,500	1580.47	6	PD	123,014	19,454,380,500	1581.48
PD	99,504	15,671,610,000	1574.97	7	MG	118,907	18,851,743,500	1585.42
CP	96,010	14,985,379,000	1560.81	8	YP	109,598	17,188,679,000	1568.34
KK	62,237	9,847,016,500	1582.18	9	NI	84,981	13,374,804,000	1573.86
NI	45,464	7,212,152,500	1586.34	10	BQ	57,153	9,114,387,000	1594.73
BQ	45,474	7,172,180,000	1577.20	11	AO	51,840	8,242,483,000	1589.99
SQ	43,245	6,828,446,500	1579.01	12	AZ	38,883	6,114,039,000	1572.42
ZP	42,027	6,732,746,500	1602.01	13	YU	38,462	5,985,379,500	1556.18
OD	36,745	5,734,889,000	1560.73	14	KK	35,489	5,614,304,500	1581.98
BK	33,949	5,351,516,500	1576.34	15	OD	34,367	5,456,988,500	1587.86
YB	31,696	5,011,426,500	1581.09	16	SQ	33,358	5,291,015,000	1586.13
AZ	27,366	4,356,121,000	1591.80	17	LG	28,995	4,567,187,500	1575.16
EP	26,052	4,086,916,500	1568.75	18	BK	29,066	4,530,992,000	1558.86
XA	25,558	3,938,305,500	1540.93	19	DR	25,242	3,976,528,000	1575.36
AO	24,352	3,808,892,500	1564.10	20	CD	25,593	3,974,199,000	1552.85
GR	23,469	3,706,101,000	1579.15	21	ZP	23,417	3,673,417,500	1568.70
LG	20,977	3,356,562,000	1600.12	22	IN	20,005	3,180,772,500	1589.99
DH	13,151	2,073,722,500	1576.86	23	YB	17,364	2,744,589,500	1580.62
SH	12,563	1,996,198,500	1588.95	24	GR	17,032	2,671,940,500	1568.78
HD	12,192	1,920,868,500	1575.52	25	BB	15,528	2,451,584,500	1578.82
IF	10,863	1,737,889,000	1599.82	26	DP	15,528	2,446,351,500	1575.45
PC	10,849	1,635,092,500	1507.14	27	EP	13,227	2,091,181,500	1580.99
AT	9,998	1,547,394,000	1547.70	28	PC	10,950	1,683,085,000	1537.06
TP	9,917	1,545,805,000	1558.74	29	DH	10,111	1,603,673,500	1586.07
HP	9,573	1,519,463,500	1587.24	30	AT	9,642	1,523,152,000	1579.71
DR	7,563	1,186,431,500	1568.73	31	TP	9,180	1,429,850,500	1557.57
KI	7,142	1,110,752,500	1555.24	32	HP	8,525	1,324,762,500	1553.97
AI	6,461	1,024,759,500	1586.07	33	XA	8,309	1,314,719,500	1582.28
YU	6,225	962,322,000	1545.90	34	KI	7,172	1,150,608,500	1604.31
IN	5,005	785,752,500	1569.94	35	RF	7,068	1,131,120,000	1600.34
RF	5,100	775,700,000	1520.98	36	AI	4,421	704,808,000	1594.23
YJ	4,479	701,285,000	1565.72	37	YJ	4,373	696,890,000	1593.62
LS	3,207	505,875,000	1577.41	38	IF	2,758	431,305,000	1563.83
IH	2,088	332,948,000	1594.58	39	AG	2,638	416,509,500	1578.88
RX	1,658	260,509,500	1571.23	40	BS	2,500	380,000,000	1520.00
AG	1,344	213,999,000	1592.25	41	FZ	2,100	326,037,500	1552.56
FZ	1,183	187,988,500	1589.08	42	SH	1,763	282,316,000	1601.34
QA	974	155,235,500	1593.79	43	HD	1,317	211,268,500	1604.16
BS	1,000	151,500,000	1515.00	44	QA	1,291	204,618,500	1584.96
MU	810	121,834,000	1504.12	45	BR	820	129,705,000	1581.77
IU	725	114,340,000	1577.10	46	MU	767	121,791,500	1587.89
ES	740	113,390,000	1532.30	47	EL	740	117,660,000	1590.00
BR	630	99,765,000	1583.57	48	DX	491	77,344,500	1575.24
RG	515	79,050,000	1534.95	49	RG	400	64,100,000	1602.50
RO	502	77,812,000	1550.04	50	SF	378	57,462,000	1520.16
DX	486	74,714,500	1537.34	51	RO	301	48,510,500	1611.64
ZR	400	63,975,000	1599.38	52	IU	285	44,940,000	1576.84
CD	344	54,333,500	1579.46	53	LS	186	29,251,000	1572.63
AF	250	39,462,500	1578.50	54	ZR	100	15,900,000	1590.00
JB	200	31,850,000	1592.50	55	RB	100	15,850,000	1585.00
PG	105	16,650,000	1585.71	56	PF	73	11,643,500	1595.00
AN	100	15,890,000	1589.00	57	GA	50	8,050,000	1610.00
PF	73	11,149,000	1527.26	58	AF	50	7,812,500	1562.50
EL	40	6,340,000	1585.00	59	ID	45	7,177,500	1595.00
ID	25	3,750,000	1500.00	60	RS	41	6,539,500	1595.00
IC	6	953,000	1588.33	61	JB	28	4,489,000	1603.21
SF	6	945,000	1575.00	62	SS	20	3,155,000	1577.50
 	 	 	 	63	PO	15	2,392,500	1595.00
 	 	 	 	64	FS	10	1,570,000	1570.00
 	 	 	 	65	PG	7	1,085,000	1550.00
 	 	 	 	66	AH	6	918,000	1530.00
 	 	 	 	67	AN	1	160,500	1605.00
