CUANToBrokerCode	CUAN	Start	2025-12-22	End	2025-12-22	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	56,549	12,743,240,000	2253.49	1	CC	51,724	11,659,281,000	2254.13
BB	49,087	11,075,743,000	2256.35	2	XL	37,715	8,484,664,000	2249.68
CC	36,074	8,096,505,000	2244.42	3	AK	27,261	6,139,303,000	2252.05
CD	22,432	5,065,241,000	2258.04	4	ZP	26,545	5,993,852,000	2258.00
ZP	18,804	4,244,393,000	2257.18	5	YP	23,766	5,354,588,000	2253.05
DP	18,613	4,187,925,000	2250.00	6	XC	18,466	4,161,981,000	2253.86
AK	17,585	3,958,985,000	2251.34	7	CD	17,462	3,945,544,000	2259.50
HP	15,318	3,453,192,000	2254.34	8	PD	17,400	3,921,268,000	2253.60
BK	13,829	3,111,494,000	2249.98	9	MG	16,224	3,644,983,000	2246.66
XC	12,659	2,847,204,000	2249.15	10	YU	13,680	3,081,928,000	2252.87
PD	10,525	2,376,742,000	2258.19	11	BK	11,530	2,602,710,000	2257.34
YP	9,255	2,083,109,000	2250.79	12	NI	8,433	1,902,963,000	2256.57
LG	7,124	1,608,400,000	2257.72	13	SQ	7,100	1,595,037,000	2246.53
EP	5,888	1,328,615,000	2256.48	14	EP	5,932	1,334,485,000	2249.64
YB	5,880	1,327,154,000	2257.06	15	LG	5,755	1,294,668,000	2249.64
NI	5,118	1,156,929,000	2260.51	16	CP	4,343	973,962,000	2242.60
SQ	4,409	993,768,000	2253.95	17	ES	4,005	904,125,000	2257.49
GR	2,958	666,164,000	2252.08	18	KK	3,823	861,928,000	2254.59
MG	2,937	659,695,000	2246.15	19	KI	3,237	728,843,000	2251.60
AZ	2,849	643,062,000	2257.15	20	GR	2,907	655,069,000	2253.42
KK	2,402	541,197,000	2253.11	21	AZ	2,761	619,551,000	2243.94
CP	2,356	530,214,000	2250.48	22	HP	2,532	571,548,000	2257.30
OD	1,689	381,005,000	2255.80	23	XA	2,535	571,145,000	2253.04
DR	1,326	298,944,000	2254.48	24	TP	2,507	564,973,000	2253.58
KI	1,032	232,212,000	2250.12	25	OD	2,503	564,781,000	2256.42
TP	1,024	231,370,000	2259.47	26	DR	2,405	539,672,000	2243.96
YU	976	219,817,000	2252.22	27	RX	2,293	515,384,000	2247.64
II	500	112,800,000	2256.00	28	AG	1,380	313,236,000	2269.83
LS	500	112,500,000	2250.00	29	LS	1,200	270,600,000	2255.00
RF	500	112,500,000	2250.00	30	DH	1,025	231,255,000	2256.15
BQ	488	109,762,000	2249.22	31	FZ	800	180,760,000	2259.50
DH	403	90,652,000	2249.43	32	IU	700	157,600,000	2251.43
AI	320	71,600,000	2237.50	33	YB	686	154,630,000	2254.08
YJ	294	66,042,000	2246.33	34	HD	586	132,060,000	2253.58
IF	275	61,873,000	2249.93	35	AT	548	123,588,000	2255.26
AO	182	40,954,000	2250.22	36	AI	256	57,850,000	2259.77
DX	153	34,333,000	2243.99	37	AO	234	52,974,000	2263.85
FS	100	22,700,000	2270.00	38	YJ	222	50,089,000	2256.26
HD	100	22,500,000	2250.00	39	RF	200	45,200,000	2260.00
BS	100	22,300,000	2230.00	40	BQ	170	37,981,000	2234.18
RG	100	22,300,000	2230.00	41	IF	100	22,500,000	2250.00
XA	80	17,940,000	2242.50	42	DX	53	11,997,000	2263.58
RO	70	15,800,000	2257.14	43	SF	4	905,000	2262.50
PG	40	8,940,000	2235.00	44	QA	3	675,000	2250.00
AG	31	6,979,000	2251.29	45	 	 	 	 
SA	30	6,780,000	2260.00	46	 	 	 	 
SH	25	5,625,000	2250.00	47	 	 	 	 
AT	9	2,026,000	2251.11	48	 	 	 	 
MU	6	1,351,000	2251.67	49	 	 	 	 
AN	5	1,110,000	2220.00	50	 	 	 	 
ES	1	225,000	2250.00	51	 	 	 	 
SF	1	225,000	2250.00	52	 	 	 	 
