CUANToBrokerCode	CUAN	Start	2025-12-01	End	2025-12-01	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	232,103	61,380,637,000	2644.54	1	XL	265,102	70,239,595,000	2649.53
AK	105,229	27,744,941,000	2636.62	2	CC	180,836	47,934,240,000	2650.70
CC	96,493	25,486,085,000	2641.24	3	AK	168,423	44,688,052,000	2653.32
LG	88,911	23,481,587,000	2641.02	4	YP	123,644	32,658,591,000	2641.34
YP	86,723	22,930,791,000	2644.14	5	XC	77,074	20,408,514,000	2647.91
XC	76,370	20,203,408,000	2645.46	6	MG	73,273	19,180,679,000	2617.70
IF	72,853	19,324,110,000	2652.48	7	PD	53,840	14,235,267,000	2643.99
MG	70,325	18,703,870,000	2659.63	8	BK	49,115	13,000,761,000	2647.00
PD	56,513	14,948,675,000	2645.17	9	ZP	47,392	12,558,563,000	2649.93
BK	51,324	13,640,737,000	2657.77	10	CP	39,019	10,325,405,000	2646.25
AZ	45,988	12,137,304,000	2639.23	11	GR	38,016	10,002,604,000	2631.16
GR	40,541	10,789,916,000	2661.48	12	AZ	34,397	9,077,140,000	2638.93
CP	39,868	10,596,041,000	2657.78	13	LG	26,296	6,914,333,000	2629.42
SQ	28,604	7,534,036,000	2633.91	14	NI	24,834	6,598,298,000	2656.96
CD	25,575	6,757,768,000	2642.33	15	SQ	21,756	5,742,718,000	2639.60
OD	23,105	6,100,635,000	2640.40	16	KK	17,896	4,735,140,000	2645.92
YB	21,942	5,820,635,000	2652.74	17	EP	13,034	3,456,604,000	2651.99
YJ	21,530	5,677,968,000	2637.24	18	OD	12,495	3,325,134,000	2661.17
YU	19,124	5,061,253,000	2646.55	19	CD	12,165	3,212,469,000	2640.75
NI	18,992	5,020,167,000	2643.31	20	YB	8,214	2,161,828,000	2631.88
XA	16,413	4,390,750,000	2675.17	21	DR	8,146	2,160,449,000	2652.16
KK	16,230	4,289,508,000	2642.95	22	DH	7,636	2,027,442,000	2655.11
ZP	15,088	3,983,326,000	2640.06	23	XA	6,570	1,729,526,000	2632.46
DR	11,671	3,086,540,000	2644.62	24	TP	5,344	1,411,144,000	2640.61
DH	8,189	2,184,585,000	2667.71	25	AO	4,898	1,314,978,000	2684.72
AT	7,663	2,039,000,000	2660.84	26	BQ	3,948	1,053,421,000	2668.24
AI	7,440	1,968,387,000	2645.68	27	HP	2,933	773,693,000	2637.89
HP	6,935	1,840,602,000	2654.08	28	IF	2,853	758,731,000	2659.41
EP	6,893	1,822,221,000	2643.58	29	YU	2,498	662,533,000	2652.25
IH	4,111	1,084,971,000	2639.19	30	AG	1,838	483,809,000	2632.26
KI	3,410	907,314,000	2660.74	31	BR	1,762	476,660,000	2705.22
BQ	3,408	894,282,000	2624.07	32	AT	1,736	462,862,000	2666.26
TP	2,974	791,846,000	2662.56	33	KI	1,089	289,022,000	2654.01
AG	2,546	667,220,000	2620.66	34	AI	1,067	284,013,000	2661.79
SS	2,000	529,000,000	2645.00	35	PC	1,057	282,063,000	2668.52
HD	1,225	325,700,000	2658.78	36	BS	1,011	267,915,000	2650.00
AO	1,240	325,633,000	2626.07	37	AN	1,000	265,500,000	2655.00
RO	1,040	270,560,000	2601.54	38	LS	670	179,965,000	2686.04
PC	1,010	264,630,000	2620.10	39	HD	630	166,710,000	2646.19
AN	1,000	260,500,000	2605.00	40	FZ	600	160,500,000	2675.00
BB	719	191,973,000	2670.00	41	IU	500	135,000,000	2700.00
IU	625	166,875,000	2670.00	42	AR	500	132,000,000	2640.00
FZ	600	160,800,000	2680.00	43	YJ	411	109,098,000	2654.45
AR	500	132,500,000	2650.00	44	DX	311	82,343,000	2647.68
LS	364	96,162,000	2641.81	45	FS	150	39,950,000	2663.33
ES	216	57,176,000	2647.04	46	ES	102	27,128,000	2659.61
II	200	52,800,000	2640.00	47	SH	101	26,963,000	2669.60
DX	162	42,314,000	2611.98	48	ID	100	26,500,000	2650.00
SH	102	27,086,000	2655.49	49	SA	100	26,400,000	2640.00
ID	100	26,000,000	2600.00	50	RF	30	7,860,000	2620.00
BR	80	21,080,000	2635.00	51	RG	10	2,710,000	2710.00
MU	65	17,275,000	2657.69	52	IH	10	2,650,000	2650.00
PF	65	17,160,000	2640.00	53	JB	5	1,315,000	2630.00
RG	35	9,140,000	2611.43	54	ZR	2	534,000	2670.00
IN	5	1,313,000	2626.00	55	QA	1	262,000	2620.00
QA	3	791,000	2636.67	56	 	 	 	 
