ANTMToBrokerCode	ANTM	Start	2025-10-16	End	2025-10-16	Mode	Value
Investor	All	Board	All Trade
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
AK	356,068	124,494,259,000	3496.36	1	AK	364,111	125,427,211,000	3444.75
ZP	352,816	122,513,994,000	3472.46	2	YP	310,816	108,311,568,000	3484.75
YP	328,068	113,545,338,000	3461.03	3	ZP	288,460	99,434,767,000	3447.09
CC	296,019	102,659,950,000	3468.02	4	CC	243,714	84,599,080,000	3471.24
BK	185,386	64,004,781,000	3452.51	5	XL	176,743	61,467,254,000	3477.78
XL	163,388	56,359,438,000	3449.42	6	BK	148,073	50,789,602,000	3430.04
PD	89,769	30,982,389,000	3451.35	7	PD	113,817	39,529,654,000	3473.09
CP	84,191	29,068,123,000	3452.64	8	CP	104,256	36,209,283,000	3473.11
XC	78,630	27,131,171,000	3450.49	9	KK	86,912	30,381,871,000	3495.70
YU	67,356	23,294,421,500	3458.38	10	LG	85,480	29,274,293,000	3424.70
TP	52,997	18,239,665,000	3441.64	11	XC	77,417	26,864,976,000	3470.16
NI	52,592	18,153,863,000	3451.83	12	NI	56,671	19,646,148,000	3466.70
AZ	40,804	14,038,890,000	3440.57	13	YU	51,753	17,906,534,500	3459.97
EP	37,877	13,150,057,000	3471.78	14	OD	43,858	15,278,213,000	3483.56
KZ	36,733	12,679,360,000	3451.76	15	SQ	42,658	14,861,730,000	3483.93
MG	36,498	12,606,144,000	3453.93	16	DR	42,743	14,843,542,000	3472.74
HD	30,999	10,819,009,000	3490.12	17	EP	40,991	14,200,195,000	3464.22
OD	30,663	10,555,507,000	3442.42	18	AI	33,401	11,690,334,000	3500.00
KK	29,852	10,316,733,000	3455.96	19	HD	30,656	10,718,730,000	3496.45
SQ	28,058	9,647,712,000	3438.49	20	AO	28,942	9,992,126,000	3452.47
DR	25,594	8,791,638,000	3435.04	21	AZ	26,284	9,032,829,000	3436.63
AO	16,351	5,650,092,000	3455.50	22	TP	22,571	7,853,633,000	3479.52
XA	15,864	5,449,477,000	3435.12	23	DH	20,719	7,148,753,000	3450.34
BQ	13,381	4,633,366,000	3462.65	24	AT	20,149	6,993,885,000	3471.08
LG	12,548	4,327,327,000	3448.62	25	BQ	18,889	6,582,701,000	3484.94
YB	10,752	3,715,898,000	3456.01	26	MG	17,677	6,118,726,000	3461.41
AT	10,559	3,662,399,000	3468.51	27	BB	13,442	4,593,402,000	3417.20
PF	10,000	3,430,000,000	3430.00	28	GR	7,565	2,627,540,000	3473.28
DH	9,675	3,348,980,000	3461.48	29	YB	5,034	1,745,665,000	3467.75
GR	9,591	3,309,503,000	3450.63	30	XA	4,796	1,676,237,000	3495.07
FZ	7,513	2,596,420,000	3455.90	31	KI	4,451	1,548,416,000	3478.80
KI	6,031	2,070,121,000	3432.47	32	RX	4,126	1,399,539,200	3392.00
CD	4,973	1,723,013,000	3464.74	33	AG	3,548	1,232,294,000	3473.21
IF	4,325	1,489,325,000	3443.53	34	IF	3,376	1,176,769,000	3485.69
RX	4,126	1,399,539,200	3392.00	35	HP	3,334	1,158,911,000	3476.04
AG	4,012	1,386,958,000	3457.02	36	LS	2,732	952,318,000	3485.79
AI	3,990	1,367,663,000	3427.73	37	PC	2,310	808,183,000	3498.63
SH	3,400	1,197,400,000	3521.76	38	ZR	2,160	750,000,000	3472.22
PC	3,170	1,080,910,000	3409.81	39	DX	1,861	648,047,000	3482.25
HP	2,095	726,363,000	3467.13	40	YJ	1,788	627,345,000	3508.64
BB	2,075	715,756,000	3449.43	41	CD	1,664	584,105,000	3510.25
DX	1,794	618,793,000	3449.24	42	SS	1,620	564,990,000	3487.59
SS	1,400	478,200,000	3415.71	43	FS	1,330	462,560,000	3477.89
YJ	1,054	364,726,000	3460.40	44	AR	1,060	374,030,000	3528.58
IT	1,000	346,000,000	3460.00	45	ES	1,070	372,500,000	3481.31
ZR	1,000	343,000,000	3430.00	46	IT	1,050	370,500,000	3528.57
FS	899	314,122,000	3494.13	47	MI	900	313,200,000	3480.00
AR	868	298,706,000	3441.31	48	BR	500	174,800,000	3496.00
SF	573	196,185,000	3423.82	49	SF	501	171,850,000	3430.14
RF	552	189,898,000	3440.18	50	RO	496	171,302,000	3453.67
RS	500	170,500,000	3410.00	51	SH	402	137,906,000	3430.50
RO	452	154,534,000	3418.89	52	IU	300	103,500,000	3450.00
LS	425	145,540,000	3424.47	53	RF	281	96,383,000	3430.00
BR	400	137,200,000	3430.00	54	MU	240	83,240,000	3468.33
IU	300	104,400,000	3480.00	55	QA	219	76,845,000	3508.90
MU	145	49,540,000	3416.55	56	GI	200	70,300,000	3515.00
PP	133	45,619,000	3430.00	57	ID	200	70,000,000	3500.00
GI	100	34,200,000	3420.00	58	SA	110	38,110,000	3464.55
SA	80	27,970,000	3496.25	59	BS	100	35,100,000	3510.00
BS	50	17,100,000	3420.00	60	AN	21	7,250,000	3452.38
RG	40	13,809,000	3452.25	61	EL	16	5,588,000	3492.50
EL	24	8,348,000	3478.33	62	FZ	10	3,503,000	3503.00
JB	20	6,852,000	3426.00	63	RB	10	3,450,000	3450.00
AD	3	1,029,000	3430.00	64	RG	6	2,072,000	3453.33
 	 	 	 	65	TF	4	1,400,000	3500.00
 	 	 	 	66	JB	4	1,388,000	3470.00
 	 	 	 	67	IN	3	1,047,000	3490.00
