BRISToBrokerCode	BRIS	Start	2026-02-10	End	2026-02-10	Mode	Value
Investor	All	Board	All Trade
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
AK	102,875	24,972,418,000	2427.45	1	CC	73,760	17,884,764,000	2424.72
NI	56,590	13,689,927,000	2419.14	2	XL	46,455	11,244,437,000	2420.50
KZ	28,878	6,995,265,000	2422.35	3	YP	27,749	6,695,914,000	2413.03
XL	19,364	4,663,868,000	2408.53	4	PD	24,624	5,968,968,000	2424.04
YP	14,134	3,399,244,000	2405.01	5	XC	17,035	4,126,865,000	2422.58
CC	12,363	2,972,773,000	2404.57	6	YB	14,685	3,539,550,000	2410.32
BB	9,251	2,235,311,000	2416.29	7	HP	10,416	2,520,259,000	2419.60
XC	8,636	2,079,795,000	2408.29	8	NI	9,278	2,243,490,000	2418.08
OD	6,404	1,543,028,000	2409.48	9	EP	7,546	1,822,765,000	2415.54
ZP	4,544	1,108,924,000	2440.41	10	DR	7,017	1,692,974,000	2412.67
SQ	3,579	862,489,000	2409.86	11	OD	6,026	1,458,939,000	2421.07
BK	2,981	718,421,000	2410.00	12	ZP	5,976	1,451,832,000	2429.44
GR	2,925	704,618,000	2408.95	13	YU	5,993	1,442,240,000	2406.54
DR	2,641	639,471,000	2421.32	14	AK	5,599	1,345,008,000	2402.23
BQ	2,605	629,847,000	2417.84	15	KK	3,747	906,446,000	2419.12
YJ	2,100	512,500,000	2440.48	16	SQ	3,475	841,043,000	2420.27
KK	1,953	474,397,000	2429.07	17	BK	3,428	831,156,000	2424.61
PD	1,879	454,268,000	2417.61	18	HD	2,830	679,211,000	2400.04
AI	1,112	267,934,000	2409.48	19	IF	2,618	631,228,000	2411.11
AZ	1,045	253,111,000	2422.11	20	DH	2,054	498,527,000	2427.10
YB	1,015	244,438,000	2408.26	21	MG	1,170	281,670,000	2407.44
YU	1,000	242,250,000	2422.50	22	LG	1,150	279,147,000	2427.37
EP	981	237,098,000	2416.90	23	AT	1,148	278,627,000	2427.06
KI	364	87,667,000	2408.43	24	AI	1,129	276,348,000	2447.72
MG	321	77,461,000	2413.12	25	BQ	1,046	252,405,000	2413.05
TP	317	76,128,000	2401.51	26	AZ	919	221,883,000	2414.40
DH	306	73,464,000	2400.78	27	CP	895	216,423,000	2418.13
XA	287	69,246,000	2412.75	28	DX	668	162,560,000	2433.53
CP	243	58,418,000	2404.03	29	PC	565	138,382,000	2449.24
LG	227	54,743,000	2411.59	30	XA	358	86,564,000	2417.99
PC	150	36,140,000	2409.33	31	GR	302	73,021,000	2417.91
DX	149	35,771,000	2400.74	32	LS	300	72,600,000	2420.00
AT	123	29,518,000	2399.84	33	KI	260	62,914,000	2419.77
IF	52	12,530,000	2409.62	34	SF	204	49,160,000	2409.80
AN	20	4,820,000	2410.00	35	PG	199	47,859,000	2404.97
HP	20	4,795,000	2397.50	36	AG	169	40,793,000	2413.79
AG	20	4,780,000	2390.00	37	MU	162	39,524,000	2439.75
LS	10	2,450,000	2450.00	38	YJ	155	37,500,000	2419.35
SF	10	2,390,000	2390.00	39	II	125	30,625,000	2450.00
CD	4	980,000	2450.00	40	TP	82	19,986,000	2437.32
TF	2	479,000	2395.00	41	IC	50	12,250,000	2450.00
 	 	 	 	42	AO	40	9,740,000	2435.00
 	 	 	 	43	IU	40	9,600,000	2400.00
 	 	 	 	44	CD	22	5,324,000	2420.00
 	 	 	 	45	SS	10	2,410,000	2410.00
 	 	 	 	46	IH	1	244,000	2440.00
