BRISToBrokerCode	BRIS	Start	2026-02-04	End	2026-02-04	Mode	Value
Investor	All	Board	All Trade
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	182,429	43,216,767,000	2368.96	1	CC	275,890	65,322,890,000	2367.72
CC	151,238	35,572,189,000	2352.07	2	XL	191,644	45,371,629,000	2367.50
YP	134,342	31,886,628,000	2373.54	3	AK	153,138	36,259,974,000	2367.80
BK	119,934	28,388,026,000	2366.97	4	YP	86,976	20,603,029,000	2368.82
AK	98,460	23,012,040,000	2337.20	5	XC	70,986	16,790,275,000	2365.29
PD	78,149	18,336,688,000	2346.38	6	OD	65,395	15,143,306,000	2315.67
CP	63,210	14,929,166,000	2361.84	7	CP	58,607	13,873,206,000	2367.16
NI	60,073	14,225,126,000	2367.97	8	PD	38,959	9,162,453,000	2351.82
XC	48,973	11,550,663,000	2358.58	9	ZP	37,447	8,886,243,000	2373.02
EP	44,913	10,735,133,000	2390.21	10	NI	35,987	8,496,680,000	2361.04
KK	34,267	8,171,264,000	2384.59	11	BK	34,889	8,241,550,000	2362.22
AZ	31,744	7,512,466,000	2366.58	12	SQ	32,319	7,630,019,000	2360.85
YB	29,274	6,987,676,000	2386.99	13	KK	19,201	4,554,216,000	2371.86
OD	24,132	5,689,219,000	2357.54	14	AZ	18,112	4,306,888,000	2377.92
SQ	21,500	5,090,975,000	2367.90	15	EP	17,385	4,105,200,000	2361.35
DR	20,611	4,885,246,000	2370.21	16	BQ	15,510	3,653,163,000	2355.36
MG	13,310	3,138,170,000	2357.75	17	DR	14,096	3,347,449,000	2374.75
BQ	12,366	2,953,763,000	2388.62	18	MG	13,907	3,245,799,000	2333.93
XA	11,979	2,829,039,000	2361.67	19	YU	11,187	2,641,247,000	2361.00
ZP	11,695	2,757,912,000	2358.20	20	DH	11,204	2,610,539,000	2330.01
YU	11,840	2,742,738,000	2316.50	21	KI	10,905	2,584,452,000	2369.97
IF	10,666	2,534,514,000	2376.26	22	XA	7,709	1,819,002,000	2359.58
LG	8,462	2,009,876,000	2375.18	23	LG	6,599	1,566,847,000	2374.37
KI	5,741	1,338,533,000	2331.53	24	AT	5,527	1,291,222,000	2336.21
YJ	5,682	1,335,864,000	2351.05	25	YB	4,255	999,562,000	2349.15
AG	4,258	1,004,840,000	2359.89	26	GR	3,172	754,359,000	2378.18
HD	3,274	783,190,000	2392.15	27	AG	3,141	751,599,000	2392.87
GR	3,185	752,079,000	2361.32	28	PG	2,865	665,965,000	2324.49
TP	3,125	742,653,000	2376.49	29	DX	2,302	547,277,000	2377.40
BB	3,000	721,000,000	2403.33	30	YJ	2,254	539,478,000	2393.43
DH	2,828	670,588,000	2371.24	31	TP	2,081	498,577,000	2395.85
AT	2,464	567,871,000	2304.67	32	HD	1,862	438,151,000	2353.12
HP	2,188	517,272,000	2364.13	33	RO	1,515	363,010,000	2396.11
AO	2,045	490,680,000	2399.41	34	IF	1,398	323,420,000	2313.45
AI	1,091	255,535,000	2342.21	35	AO	1,265	295,261,000	2334.08
PG	1,000	236,000,000	2360.00	36	ZR	1,000	235,000,000	2350.00
BR	588	140,694,000	2392.76	37	AI	918	218,092,000	2375.73
FZ	500	119,500,000	2390.00	38	LS	871	207,007,000	2376.66
BS	500	118,000,000	2360.00	39	HP	828	197,511,000	2385.40
IU	276	63,199,000	2289.82	40	FZ	500	118,000,000	2360.00
DX	222	53,007,000	2387.70	41	PC	408	94,027,000	2304.58
LS	150	35,800,000	2386.67	42	CD	397	93,530,000	2355.92
FS	136	31,454,000	2312.79	43	MU	328	78,431,000	2391.19
RG	50	11,850,000	2370.00	44	FS	256	60,160,000	2350.00
DD	50	11,550,000	2310.00	45	PP	143	34,320,000	2400.00
AN	10	2,370,000	2370.00	46	AN	149	34,172,000	2293.42
QA	5	1,190,000	2380.00	47	RG	137	32,269,000	2355.40
JB	5	1,180,000	2360.00	48	IH	102	24,261,000	2378.53
SF	4	953,000	2382.50	49	SH	100	23,820,000	2382.00
AR	3	720,000	2400.00	50	BR	75	17,365,000	2315.33
IH	1	240,000	2400.00	51	PF	24	5,688,000	2370.00
PC	1	237,000	2370.00	52	SS	11	2,637,000	2397.27
MU	1	237,000	2370.00	53	QA	7	1,677,000	2395.71
 	 	 	 	54	SF	4	954,000	2385.00
 	 	 	 	55	AR	2	478,000	2390.00
 	 	 	 	56	IU	1	234,000	2340.00
