BRISToBrokerCode	BRIS	Start	2026-02-12	End	2026-02-12	Mode	Value
Investor	All	Board	All Trade
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
DP	17,000	4,052,645,000	2383.91	1	XL	17,231	4,099,668,000	2379.24
XL	16,854	4,011,822,000	2380.34	2	SQ	12,626	2,999,383,000	2375.56
CC	16,066	3,821,206,000	2378.44	3	YP	11,983	2,853,480,000	2381.27
XC	8,565	2,034,887,000	2375.82	4	CC	11,811	2,812,258,000	2381.05
NI	7,355	1,749,963,000	2379.28	5	ZP	9,938	2,367,907,000	2382.68
OD	5,749	1,367,688,000	2379.00	6	XC	7,803	1,859,906,000	2383.58
YP	4,187	998,344,000	2384.39	7	PD	5,967	1,419,341,000	2378.65
ZP	4,186	997,892,000	2383.88	8	AK	5,557	1,321,237,000	2377.61
PD	3,681	875,181,000	2377.56	9	NI	3,206	763,429,000	2381.25
JB	2,501	595,237,000	2380.00	10	AZ	2,776	659,784,000	2376.74
YU	2,017	479,908,000	2379.32	11	YJ	2,001	477,237,000	2384.99
AK	1,715	407,633,000	2376.87	12	YB	1,996	474,983,000	2379.67
PC	1,687	403,193,000	2390.00	13	EP	1,886	449,785,000	2384.86
SQ	1,630	388,268,000	2382.01	14	OD	1,252	298,228,000	2382.01
KK	1,604	381,804,000	2380.32	15	DH	1,174	279,534,000	2381.04
GR	1,478	351,715,000	2379.67	16	DR	1,161	276,579,000	2382.25
YB	1,400	332,448,000	2374.63	17	HP	1,130	268,996,000	2380.50
DR	1,158	275,268,000	2377.10	18	KI	1,119	266,795,000	2384.23
RO	1,000	238,000,000	2380.00	19	KZ	1,070	254,605,000	2379.49
DX	905	216,275,000	2389.78	20	YU	844	201,551,000	2388.05
LG	750	178,390,000	2378.53	21	RX	795	189,315,000	2381.32
AT	711	169,393,000	2382.46	22	KK	541	128,996,000	2384.40
EP	700	166,757,000	2382.24	23	CP	512	121,696,000	2376.88
BQ	504	119,645,000	2373.91	24	BQ	447	106,538,000	2383.40
XA	502	119,108,000	2372.67	25	BK	239	57,104,000	2389.29
HP	393	93,514,000	2379.49	26	TP	223	53,297,000	2390.00
CP	376	89,246,000	2373.56	27	MG	213	50,902,000	2389.77
TP	369	87,684,000	2376.26	28	PP	199	47,362,000	2380.00
BK	328	78,064,000	2380.00	29	LG	181	43,018,000	2376.69
MG	318	75,884,000	2386.29	30	CD	153	36,404,000	2379.35
AZ	220	52,416,000	2382.55	31	AT	137	32,519,000	2373.65
DH	214	50,902,000	2378.60	32	QA	97	23,086,000	2380.00
AI	115	27,360,000	2379.13	33	XA	57	13,569,000	2380.53
KI	83	19,816,000	2387.47	34	MU	25	5,975,000	2390.00
YJ	42	10,000,000	2380.95	35	GR	25	5,951,000	2380.40
IF	19	4,522,000	2380.00	36	HD	11	2,618,000	2380.00
AN	10	2,380,000	2380.00	37	IF	7	1,661,000	2372.86
AG	6	1,432,000	2386.67	38	PC	6	1,429,000	2381.67
HD	4	948,000	2370.00	39	DX	5	1,185,000	2370.00
CD	2	474,000	2370.00	40	AG	1	238,000	2380.00
RG	1	237,000	2370.00	41	 	 	 	 
