CUANToBrokerCode	CUAN	Start	2026-02-09	End	2026-02-09	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	82,488	13,546,116,000	1642.19	1	XL	77,867	12,782,843,500	1641.63
CC	44,864	7,357,405,500	1639.94	2	BB	61,256	10,042,546,000	1639.44
AK	35,967	5,894,855,000	1638.96	3	CC	59,667	9,802,048,000	1642.79
XC	30,148	4,943,158,000	1639.63	4	AK	28,689	4,711,492,000	1642.26
BK	29,743	4,883,669,000	1641.96	5	ZP	23,792	3,902,858,000	1640.41
DR	19,989	3,309,239,000	1655.53	6	XC	22,308	3,667,734,500	1644.13
YP	19,183	3,158,934,500	1646.74	7	YP	18,258	2,999,396,500	1642.78
PD	14,673	2,411,131,000	1643.24	8	DR	17,286	2,830,328,000	1637.35
NI	14,414	2,366,491,500	1641.80	9	PD	14,089	2,305,477,500	1636.37
KK	13,916	2,279,276,500	1637.88	10	CP	13,798	2,263,645,500	1640.56
CP	13,223	2,171,987,000	1642.58	11	KK	8,085	1,327,432,500	1641.85
PO	10,000	1,639,500,000	1639.50	12	SQ	6,930	1,137,609,000	1641.57
YB	8,633	1,411,093,000	1634.53	13	AZ	6,629	1,093,741,000	1649.93
SQ	8,550	1,401,518,000	1639.20	14	YB	6,315	1,044,094,000	1653.36
KI	7,998	1,312,593,000	1641.15	15	LG	4,082	669,876,000	1641.05
EP	4,922	811,094,000	1647.90	16	EP	4,042	663,819,500	1642.30
LG	4,433	730,779,000	1648.50	17	KI	3,201	528,711,500	1651.71
ZP	4,150	680,036,500	1638.64	18	BK	2,931	480,431,500	1639.14
AZ	3,871	635,917,000	1642.77	19	NI	2,912	476,898,500	1637.70
GR	3,712	608,970,000	1640.54	20	GR	2,862	468,977,000	1638.63
OD	3,697	606,425,500	1640.32	21	CD	2,860	468,122,500	1636.79
YU	3,596	591,550,000	1645.02	22	BQ	2,400	397,352,500	1655.64
HD	3,299	541,567,000	1641.61	23	AI	2,356	386,899,000	1642.19
DH	3,223	526,866,000	1634.71	24	MG	2,285	376,232,500	1646.53
HP	2,845	466,358,000	1639.22	25	OD	2,249	369,991,000	1645.14
BQ	2,490	412,009,000	1654.65	26	HD	1,976	324,723,500	1643.34
PC	2,210	359,140,000	1625.07	27	XA	1,914	315,049,000	1646.02
TP	2,172	356,320,500	1640.52	28	TP	1,660	272,568,000	1641.98
MG	2,132	348,927,500	1636.62	29	RF	1,350	221,450,000	1640.37
AI	2,004	327,652,500	1634.99	30	FS	1,200	197,400,000	1645.00
XA	1,918	316,432,000	1649.80	31	DH	1,107	182,885,000	1652.08
YJ	1,336	219,288,500	1641.38	32	YU	1,091	179,299,500	1643.44
RF	1,200	197,800,000	1648.33	33	ES	1,000	165,500,000	1655.00
FZ	1,100	179,900,000	1635.45	34	KZ	1,000	164,500,000	1645.00
ES	1,025	167,125,000	1630.49	35	FZ	635	104,007,500	1637.91
FS	1,000	162,000,000	1620.00	36	AO	537	88,096,500	1640.53
AO	793	130,620,500	1647.17	37	YJ	474	77,834,500	1642.08
CD	600	98,700,000	1645.00	38	AG	418	68,343,000	1635.00
IF	510	83,813,000	1643.39	39	PC	385	63,882,500	1659.29
RG	364	60,060,000	1650.00	40	AT	347	57,356,000	1652.91
DX	251	41,113,500	1637.99	41	HP	307	50,522,000	1645.67
AG	108	17,737,000	1642.31	42	IF	271	44,901,500	1656.88
OK	100	16,550,000	1655.00	43	DX	70	11,585,000	1655.00
SA	40	6,580,000	1645.00	44	SA	40	6,520,000	1630.00
AT	35	5,752,000	1643.43	45	JB	33	5,400,500	1636.52
BS	20	3,260,000	1630.00	46	PF	10	1,655,000	1655.00
QA	19	3,109,500	1636.58	47	RB	4	666,000	1665.00
PF	10	1,630,000	1630.00	48	 	 	 	 
SF	4	652,000	1630.00	49	 	 	 	 
