CUANToBrokerCode	CUAN	Start	2026-02-10	End	2026-02-10	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	93,404	15,491,337,000	1658.53	1	XL	103,915	17,246,882,000	1659.71
CC	64,151	10,670,741,000	1663.38	2	ZP	86,261	14,287,183,500	1656.27
AK	52,295	8,655,377,500	1655.11	3	CC	50,841	8,437,843,500	1659.65
KK	45,414	7,528,781,000	1657.81	4	AK	38,010	6,320,070,500	1662.74
PD	41,855	6,935,201,000	1656.96	5	KK	36,173	5,997,385,500	1657.97
YP	39,029	6,485,819,500	1661.79	6	XC	29,179	4,849,579,000	1662.01
XC	33,283	5,511,160,000	1655.85	7	OD	23,916	3,959,833,000	1655.73
ZP	22,566	3,735,522,500	1655.38	8	YP	23,739	3,946,864,000	1662.61
XA	21,222	3,494,401,500	1646.59	9	PD	22,330	3,705,008,000	1659.21
GR	16,761	2,798,405,500	1669.59	10	XA	19,952	3,283,507,500	1645.70
CP	13,679	2,276,200,500	1664.01	11	AZ	14,581	2,429,446,000	1666.17
MG	11,447	1,911,217,500	1669.62	12	NI	11,998	2,000,117,000	1667.04
SQ	10,114	1,670,795,000	1651.96	13	CP	11,751	1,953,972,500	1662.81
BQ	8,440	1,405,135,500	1664.85	14	MG	10,618	1,755,586,500	1653.41
YU	7,572	1,253,304,500	1655.18	15	CD	8,043	1,340,712,000	1666.93
CD	7,502	1,251,630,000	1668.40	16	HD	7,464	1,238,725,500	1659.60
BK	7,297	1,213,915,000	1663.58	17	SQ	7,090	1,178,280,500	1661.89
NI	7,322	1,212,923,000	1656.55	18	BK	6,745	1,114,367,000	1652.14
OD	6,945	1,148,215,000	1653.30	19	EP	6,440	1,065,445,000	1654.42
HD	6,789	1,128,056,500	1661.59	20	DR	6,306	1,046,772,000	1659.96
DR	6,590	1,095,112,000	1661.78	21	LG	4,755	786,600,500	1654.26
EP	5,910	978,661,500	1655.94	22	BQ	4,704	781,125,500	1660.56
AI	5,719	952,348,000	1665.24	23	IF	4,432	728,508,500	1643.75
YB	4,783	792,098,000	1656.07	24	AI	4,126	687,717,000	1666.79
AZ	4,531	749,837,000	1654.90	25	KI	3,789	623,981,500	1646.82
YJ	3,916	648,016,500	1654.79	26	GR	3,608	598,783,500	1659.60
KI	3,687	616,219,000	1671.33	27	YB	3,577	595,871,000	1665.84
LG	3,489	580,293,000	1663.21	28	YU	3,355	555,999,500	1657.23
TP	3,299	546,659,500	1657.05	29	YJ	3,164	528,963,000	1671.82
DH	3,056	505,121,500	1652.88	30	RF	2,617	431,396,500	1648.44
DU	2,540	420,145,000	1654.11	31	DU	2,540	421,587,500	1659.79
AO	2,254	377,089,500	1672.98	32	AO	2,391	394,230,500	1648.81
DX	2,079	346,633,000	1667.31	33	DH	1,789	298,486,000	1668.45
FS	2,050	338,225,000	1649.88	34	HP	1,784	295,652,500	1657.24
AT	1,358	226,113,500	1665.05	35	TP	1,045	173,869,500	1663.82
HP	1,008	167,200,500	1658.74	36	FZ	731	121,484,000	1661.89
ES	730	120,582,500	1651.82	37	DX	578	96,328,000	1666.57
IF	517	86,143,000	1666.21	38	FS	530	88,945,000	1678.21
BS	500	82,750,000	1655.00	39	ES	525	87,225,000	1661.43
AG	472	78,563,000	1664.47	40	AG	500	83,262,500	1665.25
FZ	331	54,449,500	1645.00	41	PC	237	39,676,000	1674.09
PC	123	20,480,500	1665.08	42	AT	173	28,860,500	1668.24
RO	100	16,600,000	1660.00	43	SH	50	8,250,000	1650.00
SH	50	8,225,000	1645.00	44	SA	40	6,640,000	1660.00
BR	50	8,200,000	1640.00	45	PG	25	4,100,000	1640.00
LS	45	7,427,500	1650.56	46	QA	2	328,000	1640.00
SA	40	6,680,000	1670.00	47	SF	1	167,500	1675.00
JB	35	5,825,000	1664.29	48	 	 	 	 
IU	30	4,935,000	1645.00	49	 	 	 	 
IN	25	4,175,000	1670.00	50	 	 	 	 
ZR	10	1,675,000	1675.00	51	 	 	 	 
AN	5	830,000	1660.00	52	 	 	 	 
RB	1	167,000	1670.00	53	 	 	 	 
