BUMIToBrokerCode	BUMI	Start	2026-02-11	End	2026-02-11	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
MG	24,350,267	648,994,093,800	266.52	1	YU	18,211,481	484,977,934,000	266.30
AK	18,595,221	497,182,807,600	267.37	2	MG	16,365,378	434,968,330,400	265.79
XL	15,084,563	405,242,631,000	268.65	3	AK	14,761,295	397,530,767,600	269.31
YP	10,681,994	286,573,809,400	268.28	4	XL	14,862,342	397,517,665,400	267.47
CC	8,651,628	231,585,648,200	267.68	5	YP	10,500,955	281,662,342,400	268.23
CP	5,805,933	154,824,605,800	266.67	6	CC	10,126,637	270,737,699,600	267.35
XC	5,657,661	152,023,311,400	268.70	7	RB	7,009,100	191,447,375,000	273.14
AZ	5,519,133	146,031,349,800	264.59	8	XC	5,820,781	155,925,781,600	267.88
PD	5,264,070	141,468,263,000	268.74	9	CP	5,017,635	134,016,978,800	267.09
HD	3,263,853	87,882,923,200	269.26	10	PD	4,200,699	112,283,314,400	267.30
YJ	3,287,674	87,768,609,800	266.96	11	ZP	3,759,674	100,743,279,800	267.96
SQ	3,196,888	85,328,007,200	266.91	12	BQ	3,278,078	87,349,813,200	266.47
NI	3,171,878	85,245,098,200	268.75	13	AZ	3,215,162	85,790,625,400	266.83
GR	3,090,714	83,303,756,600	269.53	14	HD	2,959,552	79,800,647,000	269.64
YU	3,115,813	83,020,462,000	266.45	15	KK	2,644,535	70,885,200,800	268.04
KK	3,025,816	81,339,066,000	268.82	16	GR	2,583,827	69,022,513,000	267.13
BQ	2,885,785	77,356,462,000	268.06	17	YJ	2,399,237	64,130,938,600	267.30
ZP	2,814,615	76,227,154,400	270.83	18	NI	2,342,870	62,946,265,000	268.67
AI	2,456,975	65,057,002,200	264.78	19	IN	2,226,931	59,368,964,600	266.60
IN	2,250,982	59,882,410,800	266.03	20	DR	1,967,801	52,923,450,200	268.95
DR	2,126,502	56,942,692,600	267.78	21	SQ	1,811,517	48,467,568,200	267.55
AO	2,070,988	55,349,362,400	267.26	22	LG	1,785,971	47,732,980,200	267.27
LG	2,050,323	54,782,872,200	267.19	23	YB	1,653,488	44,157,020,800	267.05
EP	1,698,500	45,624,914,200	268.62	24	EP	1,630,818	43,707,214,800	268.01
IF	1,612,043	43,658,934,600	270.83	25	AO	1,493,673	40,397,083,800	270.45
YB	1,580,373	42,646,363,200	269.85	26	SS	1,409,200	36,787,620,000	261.05
OD	1,056,607	28,425,185,600	269.02	27	AI	1,273,675	34,287,348,600	269.20
RF	1,020,186	27,736,076,800	271.87	28	OD	1,232,206	33,022,880,000	268.00
DH	1,001,366	26,981,312,000	269.45	29	BK	837,405	22,477,513,400	268.42
SS	800,100	22,122,660,000	276.50	30	AG	746,177	20,072,383,800	269.00
XA	793,475	21,206,831,400	267.27	31	XA	722,038	19,421,115,400	268.98
AG	711,679	18,994,615,800	266.90	32	TP	609,140	16,286,380,600	267.37
BB	636,507	16,780,089,000	263.63	33	AT	517,463	13,973,364,800	270.04
TP	547,495	14,735,794,200	269.15	34	MU	426,593	11,548,336,600	270.71
AT	531,383	14,227,402,200	267.74	35	KI	394,751	10,663,524,600	270.13
DP	440,205	11,791,534,200	267.86	36	DH	319,848	8,555,669,800	267.49
KI	409,291	10,956,840,400	267.70	37	IF	255,509	6,860,178,200	268.49
HP	306,412	8,314,586,800	271.35	38	MI	252,489	6,608,746,600	261.74
RO	302,766	8,043,150,400	265.66	39	HP	182,830	4,937,629,800	270.07
GA	257,700	6,823,050,000	264.77	40	EL	171,330	4,630,136,000	270.25
BR	239,909	6,416,027,000	267.44	41	IU	163,575	4,352,736,400	266.10
IU	186,377	4,920,004,800	263.98	42	DP	155,972	4,081,466,400	261.68
EL	150,300	3,972,800,000	264.32	43	RO	132,859	3,679,391,200	276.94
MI	118,060	3,204,352,000	271.42	44	CD	106,945	2,803,334,000	262.13
RX	116,541	3,170,754,800	272.07	45	PI	100,000	2,650,000,000	265.00
IH	104,100	2,708,580,000	260.19	46	BB	100,000	2,620,000,000	262.00
RG	88,505	2,399,478,200	271.11	47	PG	96,207	2,581,996,200	268.38
DX	84,983	2,298,012,800	270.41	48	PF	85,544	2,342,864,200	273.88
ES	76,781	2,072,951,200	269.98	49	GA	85,700	2,267,040,000	264.53
LS	69,350	1,877,849,800	270.78	50	LS	82,652	2,237,495,600	270.71
FZ	69,581	1,851,825,400	266.14	51	ES	79,550	2,157,540,000	271.22
FS	59,476	1,621,610,200	272.65	52	FZ	75,840	2,021,979,800	266.61
PF	52,900	1,415,740,000	267.63	53	DX	67,979	1,828,040,200	268.91
CD	37,713	1,016,330,200	269.49	54	IH	67,950	1,767,150,000	260.07
SA	34,750	941,080,000	270.81	55	RS	63,260	1,713,662,000	270.89
AH	35,000	916,500,000	261.86	56	AF	59,030	1,619,720,000	274.39
SH	32,609	860,924,800	264.01	57	FS	42,741	1,124,378,000	263.07
PC	33,130	857,452,200	258.81	58	BR	39,710	1,061,964,000	267.43
PG	26,400	708,340,000	268.31	59	AR	34,900	938,500,000	268.91
MU	26,445	692,906,000	262.02	60	PC	31,051	826,807,400	266.27
BK	23,945	636,606,000	265.86	61	AN	31,788	821,426,400	258.41
AF	20,003	543,068,800	271.49	62	SH	28,559	772,083,800	270.35
PO	17,930	473,652,000	264.17	63	RG	21,051	574,353,600	272.84
OK	15,000	404,000,000	269.33	64	OK	20,650	547,780,000	265.27
ZR	11,192	298,547,200	266.75	65	AH	20,000	530,000,000	265.00
AR	10,100	274,680,000	271.96	66	ZR	16,969	456,001,600	268.73
DD	9,750	260,150,000	266.82	67	BF	15,000	399,000,000	266.00
RB	4,200	112,720,000	268.38	68	SF	14,342	390,530,200	272.30
DU	4,065	107,744,000	265.05	69	ID	12,235	333,651,000	272.70
RS	2,300	61,620,000	267.91	70	RF	11,116	294,312,800	264.77
AN	1,678	45,605,000	271.78	71	BS	10,710	282,601,000	263.87
BS	1,485	39,657,000	267.05	72	QA	10,513	281,605,200	267.86
SF	1,073	29,068,000	270.90	73	SA	10,100	268,680,000	266.02
QA	513	13,633,000	265.75	74	TS	5,320	141,440,000	265.86
ID	240	6,288,000	262.00	75	DU	4,260	115,600,000	271.36
IT	200	5,360,000	268.00	76	IT	2,600	69,460,000	267.15
FO	100	2,700,000	270.00	77	JB	2,395	65,208,800	272.27
TF	55	1,505,000	273.64	78	GI	1,021	26,561,200	260.15
GI	19	515,000	271.05	79	TF	877	23,179,000	264.30
JB	15	404,000	269.33	80	PO	650	17,300,000	266.15
 	 	 	 	81	DD	250	6,750,000	270.00
 	 	 	 	82	II	150	3,930,000	262.00
 	 	 	 	83	YO	25	680,000	272.00
