BUMIToBrokerCode	BUMI	Start	2026-02-04	End	2026-02-04	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
MG	11,563,445	289,261,561,200	250.15	1	AK	14,300,925	359,430,969,400	251.33
XL	10,032,324	252,532,651,800	251.72	2	MG	13,692,254	345,374,666,600	252.24
YP	7,514,061	188,924,719,600	251.43	3	YU	12,116,471	303,585,590,000	250.56
CC	5,203,507	130,780,029,800	251.33	4	XL	5,805,274	144,860,923,200	249.53
AK	4,561,726	115,188,097,800	252.51	5	CP	5,503,595	140,821,177,000	255.87
CP	4,466,492	113,384,281,800	253.86	6	YP	5,597,043	140,469,058,600	250.97
XC	3,909,426	98,108,394,200	250.95	7	AZ	4,657,399	116,755,509,200	250.69
ZP	3,830,847	95,614,682,200	249.59	8	CC	3,874,893	96,808,782,600	249.84
YU	3,478,946	86,830,036,400	249.59	9	BK	2,242,614	57,369,155,800	255.81
PD	3,382,452	85,048,855,400	251.44	10	XC	2,032,501	50,843,108,600	250.15
BQ	2,527,285	63,131,536,400	249.80	11	DR	1,959,648	48,651,971,000	248.27
AZ	2,506,606	62,441,058,400	249.11	12	ZP	1,933,383	48,251,216,400	249.57
HD	2,433,189	60,952,610,200	250.51	13	HD	1,887,992	47,507,819,400	251.63
SQ	2,267,416	56,979,532,600	251.30	14	BQ	1,898,860	47,371,323,200	249.47
NI	2,133,637	53,815,827,200	252.23	15	KK	1,838,665	45,947,290,000	249.89
LG	1,932,905	48,700,909,800	251.96	16	PD	1,789,735	44,579,809,400	249.09
KK	1,745,851	44,070,170,600	252.43	17	YJ	1,760,783	43,674,065,800	248.04
YB	1,705,802	42,754,512,000	250.64	18	LG	1,309,766	32,514,573,400	248.25
GR	1,589,175	39,686,953,600	249.73	19	DP	1,147,737	28,274,126,400	246.35
OD	1,511,113	38,051,848,000	251.81	20	GR	978,888	24,056,039,600	245.75
SS	1,507,600	37,386,520,000	247.99	21	YB	898,549	22,473,840,800	250.11
DR	1,253,390	31,360,679,400	250.21	22	SQ	841,273	20,909,207,800	248.54
XA	1,232,105	30,885,040,200	250.67	23	NI	793,774	19,720,818,400	248.44
YJ	1,162,232	28,871,891,200	248.42	24	IN	758,053	18,784,331,000	247.80
FS	1,047,275	26,169,244,400	249.88	25	AO	719,842	18,022,701,000	250.37
KZ	995,032	24,813,264,400	249.37	26	OD	701,070	17,523,178,000	249.95
II	962,015	23,752,375,000	246.90	27	DH	484,268	11,876,953,400	245.26
IN	855,591	21,576,320,600	252.18	28	AG	418,782	10,613,615,000	253.44
EP	662,542	16,634,794,600	251.08	29	EP	399,814	9,884,529,800	247.23
AO	629,336	15,768,402,200	250.56	30	XA	287,445	7,253,891,800	252.36
AI	603,147	14,997,807,800	248.66	31	AI	272,825	6,796,348,600	249.11
BK	533,296	13,125,335,400	246.12	32	KI	181,398	4,551,617,800	250.92
IF	462,114	11,728,528,000	253.80	33	FZ	127,839	3,195,890,000	249.99
AG	453,594	11,431,785,200	252.03	34	HP	126,793	3,140,105,400	247.66
DH	363,732	9,153,041,000	251.64	35	AT	111,373	2,799,803,800	251.39
TS	368,000	9,020,800,000	245.13	36	IF	106,571	2,638,167,400	247.55
HP	275,292	6,865,933,600	249.41	37	RF	100,000	2,460,000,000	246.00
TP	257,600	6,455,954,400	250.62	38	PG	53,709	1,322,648,000	246.26
AT	228,965	5,792,960,000	253.01	39	IU	52,300	1,308,160,000	250.13
KI	229,762	5,753,864,200	250.43	40	FS	45,964	1,157,604,600	251.85
RF	204,850	5,101,450,000	249.03	41	TP	32,967	815,025,600	247.22
DP	200,000	5,000,000,000	250.00	42	CD	24,831	637,153,200	256.60
LS	197,423	4,924,489,000	249.44	43	PI	20,000	488,000,000	244.00
BR	149,271	3,681,687,800	246.64	44	LS	18,188	468,487,200	257.58
IU	139,000	3,513,610,000	252.78	45	DX	16,535	415,833,200	251.49
CD	128,965	3,209,403,200	248.86	46	KZ	14,875	383,775,000	258.00
RO	102,464	2,569,329,200	250.75	47	RG	9,005	225,224,000	250.11
DX	97,893	2,461,511,400	251.45	48	DD	8,000	199,000,000	248.75
MU	51,369	1,274,261,400	248.06	49	BR	6,975	171,905,000	246.46
GA	35,100	912,520,000	259.98	50	MI	6,507	166,070,800	255.22
PF	32,160	784,388,000	243.90	51	RO	5,575	140,365,000	251.78
FZ	27,823	699,483,800	251.40	52	BF	5,000	130,000,000	260.00
ZR	27,642	682,162,400	246.78	53	SS	5,000	129,000,000	258.00
MI	25,469	657,074,000	257.99	54	AN	5,097	127,398,400	249.95
PC	23,197	584,104,400	251.80	55	GA	5,100	125,500,000	246.08
AR	22,300	549,580,000	246.45	56	MU	5,010	125,247,200	249.99
PI	20,000	528,000,000	264.00	57	SH	5,005	123,628,000	247.01
RS	20,306	495,542,800	244.04	58	PO	4,000	102,800,000	257.00
OK	15,930	402,686,000	252.78	59	TF	3,500	86,800,000	248.00
RG	15,934	397,272,400	249.32	60	AF	2,500	62,300,000	249.20
SF	15,282	395,120,400	258.55	61	RS	2,000	50,400,000	252.00
SH	15,160	376,904,000	248.62	62	ZR	1,800	45,660,000	253.67
SA	11,265	292,346,000	259.52	63	PC	1,447	36,132,200	249.70
IH	10,541	268,626,000	254.84	64	QA	1,290	32,179,600	249.45
AN	9,457	236,253,400	249.82	65	PF	1,020	24,896,000	244.08
PG	6,670	165,327,000	247.87	66	JB	505	12,926,000	255.96
BS	5,250	135,780,000	258.63	67	YO	500	12,300,000	246.00
AF	5,201	128,984,800	248.00	68	DU	300	7,510,000	250.33
EL	5,000	122,000,000	244.00	69	IT	150	3,750,000	250.00
TF	4,540	112,112,000	246.94	70	SA	140	3,448,000	246.29
RB	3,213	82,080,800	255.46	71	ES	125	3,085,000	246.80
DU	3,049	77,045,200	252.69	72	SF	91	2,237,600	245.89
ES	2,256	56,624,800	251.00	73	AR	50	1,320,000	264.00
PO	2,008	52,597,600	261.94	74	IH	25	615,000	246.00
DD	2,110	52,306,000	247.90	75	GI	3	77,200	257.33
BF	2,000	49,200,000	246.00	76	 	 	 	 
ID	1,955	48,132,000	246.20	77	 	 	 	 
QA	895	22,396,200	250.24	78	 	 	 	 
JB	607	15,575,600	256.60	79	 	 	 	 
YO	500	12,400,000	248.00	80	 	 	 	 
FO	200	4,880,000	244.00	81	 	 	 	 
IT	100	2,480,000	248.00	82	 	 	 	 
GI	4	99,200	248.00	83	 	 	 	 
