BUMIToBrokerCode	BUMI	Start	2025-12-03	End	2025-12-03	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
MG	6,365,260	156,736,799,800	246.24	1	YU	7,437,717	182,234,418,000	245.01
YU	6,035,678	148,154,536,800	245.46	2	MG	5,726,060	142,194,336,400	248.33
CP	4,024,754	100,054,536,800	248.60	3	CP	4,535,475	111,825,367,400	246.56
XL	3,910,479	96,242,497,000	246.11	4	YP	4,059,446	99,812,656,200	245.88
YP	3,825,568	94,007,170,400	245.73	5	XL	3,400,115	83,706,132,000	246.19
CC	2,668,588	65,622,772,800	245.91	6	AK	2,834,940	69,619,803,000	245.58
XC	2,159,908	53,264,662,400	246.61	7	XC	2,062,671	50,646,932,000	245.54
PD	1,802,218	44,324,645,600	245.94	8	CC	1,605,570	39,487,383,800	245.94
KK	1,295,556	32,000,944,400	247.01	9	PD	1,516,815	37,154,076,800	244.95
LG	1,183,146	29,141,565,800	246.31	10	SQ	1,377,701	33,939,294,400	246.35
AZ	1,172,379	28,899,032,000	246.50	11	AZ	1,331,100	32,164,433,800	241.64
YJ	1,096,332	26,902,697,400	245.39	12	ZP	1,208,528	30,103,440,800	249.09
SQ	1,008,800	24,845,204,200	246.28	13	KK	1,015,157	24,802,817,600	244.32
ZP	981,631	23,881,279,400	243.28	14	YJ	768,709	19,108,977,800	248.59
AK	568,564	13,922,093,400	244.86	15	LG	606,651	14,871,563,400	245.14
DR	547,374	13,512,831,600	246.87	16	NI	452,056	11,143,278,200	246.50
OD	547,463	13,424,157,400	245.21	17	OD	438,655	10,673,253,800	243.32
YB	463,764	11,356,147,200	244.87	18	DP	400,000	9,940,000,000	248.50
NI	454,566	11,105,605,600	244.31	19	TP	401,527	9,749,945,600	242.82
DP	400,000	9,930,000,000	248.25	20	BQ	382,400	9,449,357,200	247.11
BQ	333,801	8,196,894,200	245.56	21	DR	374,687	9,187,075,800	245.19
HD	332,843	8,140,797,200	244.58	22	HD	312,839	7,696,460,800	246.02
AI	309,564	7,549,993,000	243.89	23	YB	300,618	7,402,964,200	246.26
EP	247,710	6,121,485,600	247.12	24	SS	205,700	5,120,240,000	248.92
IF	246,394	5,992,535,600	243.21	25	GR	201,344	4,981,475,200	247.41
GR	237,512	5,809,166,600	244.58	26	EP	196,497	4,827,438,800	245.67
SS	211,000	5,149,100,000	244.03	27	AI	194,011	4,778,821,000	246.32
XA	209,809	5,144,335,000	245.19	28	AT	166,985	4,124,613,000	247.01
BK	187,202	4,540,716,000	242.56	29	XA	120,307	2,958,380,400	245.90
KI	182,843	4,465,464,800	244.22	30	DH	79,014	1,947,391,600	246.46
TP	162,626	4,008,132,000	246.46	31	BK	77,605	1,888,202,400	243.31
DH	157,754	3,867,177,000	245.14	32	AG	70,914	1,744,250,000	245.97
AT	153,892	3,802,239,400	247.07	33	AO	62,566	1,520,038,200	242.95
HP	136,738	3,363,593,800	245.99	34	IH	50,001	1,250,024,600	250.00
AG	73,961	1,808,984,800	244.59	35	EL	49,500	1,216,200,000	245.70
EL	68,000	1,671,000,000	245.74	36	FS	35,154	868,426,800	247.03
FS	63,750	1,553,040,000	243.61	37	LS	34,122	837,183,600	245.35
IH	53,080	1,315,736,000	247.88	38	SH	32,800	795,050,000	242.39
DX	52,668	1,274,666,200	242.02	39	FZ	25,005	623,325,000	249.28
SH	37,405	930,263,000	248.70	40	HP	23,000	562,710,200	244.66
FZ	32,700	800,518,400	244.81	41	IN	21,382	528,487,400	247.16
AF	30,500	738,100,000	242.00	42	IU	20,000	497,000,000	248.50
CD	29,736	724,967,800	243.80	43	BR	17,247	422,890,000	245.20
IN	26,750	657,510,000	245.80	44	KI	14,894	368,639,800	247.51
PG	25,030	606,756,000	242.41	45	DX	11,396	278,505,800	244.39
BR	24,360	597,226,600	245.17	46	CD	10,755	264,243,000	245.69
PP	20,714	506,507,200	244.52	47	AD	10,330	258,250,000	250.00
LS	19,087	466,601,000	244.46	48	GA	10,150	253,720,000	249.97
AO	18,046	442,553,000	245.24	49	RX	8,943	214,632,000	240.00
PC	15,661	382,845,000	244.46	50	PC	5,203	126,115,600	242.39
ES	13,079	316,111,800	241.69	51	ZR	4,200	104,220,000	248.14
