BUMIToBrokerCode	BUMI	Start	2025-12-30	End	2025-12-30	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
MG	4,071,382	149,403,228,600	366.96	1	YU	4,143,393	151,415,460,400	365.44
XL	3,827,190	140,238,809,800	366.43	2	MG	3,674,873	134,652,971,400	366.42
CP	2,291,451	84,124,169,400	367.12	3	XL	2,676,711	97,939,359,000	365.89
AK	1,802,190	65,911,237,000	365.73	4	ZP	2,636,690	96,499,483,000	365.99
YP	1,415,197	51,773,219,600	365.84	5	CP	1,955,134	71,608,902,200	366.26
CC	1,248,028	45,628,971,400	365.61	6	YP	1,589,289	58,163,851,600	365.97
XC	1,212,120	44,335,229,400	365.77	7	XC	1,437,533	52,644,459,800	366.21
BK	1,205,808	44,122,406,800	365.92	8	PD	1,237,338	45,266,582,600	365.84
OD	1,154,853	42,112,340,600	364.66	9	AK	1,176,209	43,193,571,000	367.23
YU	1,063,608	38,844,596,800	365.22	10	CC	1,082,926	39,613,861,000	365.80
PD	1,032,986	37,806,665,400	365.99	11	KK	682,435	25,002,242,200	366.37
SQ	680,753	24,901,649,600	365.80	12	SQ	618,685	22,659,599,600	366.25
SS	671,835	24,622,699,000	366.50	13	NI	568,082	20,742,878,200	365.14
KK	562,512	20,560,935,200	365.52	14	TP	354,233	12,965,486,200	366.02
ZP	519,619	18,960,860,800	364.90	15	HD	349,476	12,844,635,000	367.54
YJ	495,789	18,113,565,800	365.35	16	YB	345,136	12,668,616,600	367.06
NI	469,668	17,191,611,600	366.04	17	GR	329,267	12,045,650,000	365.83
HD	404,895	14,835,675,200	366.41	18	YJ	302,916	11,091,093,600	366.14
AI	348,840	12,702,303,200	364.13	19	LG	263,936	9,659,582,800	365.98
BQ	344,779	12,623,977,600	366.15	20	OD	264,058	9,653,491,600	365.58
YB	279,805	10,238,520,200	365.92	21	EP	250,873	9,168,997,000	365.48
