BUMIToBrokerCode	BUMI	Start	2025-12-09	End	2025-12-09	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	14,355,716	380,336,448,200	264.94	1	YU	17,803,401	471,035,340,800	264.58
CC	13,304,030	353,578,807,800	265.77	2	XL	14,149,652	375,229,687,000	265.19
AK	12,859,435	340,211,300,800	264.56	3	YP	10,489,104	279,431,777,400	266.40
YP	10,006,289	265,747,459,800	265.58	4	MG	10,620,483	277,916,602,600	261.68
YU	9,370,682	246,147,415,000	262.68	5	CC	10,091,142	267,743,643,000	265.33
MG	7,250,355	194,598,502,000	268.40	6	KK	5,825,221	155,982,693,200	267.77
PD	6,333,253	167,516,948,200	264.50	7	PD	5,238,078	138,768,765,200	264.92
ZP	5,352,148	140,883,146,800	263.23	8	XC	4,979,430	132,114,930,600	265.32
XC	4,920,306	129,890,717,200	263.99	9	CP	4,367,103	115,225,548,000	263.85
CP	3,925,675	103,607,202,800	263.92	10	AK	3,772,982	101,112,440,400	267.99
KK	3,863,040	102,793,819,200	266.10	11	LG	3,552,449	94,367,021,200	265.64
SS	3,307,000	88,237,800,000	266.82	12	ZP	2,501,352	65,690,368,400	262.62
AZ	3,146,954	84,686,380,200	269.11	13	NI	2,407,327	63,844,778,000	265.21
LG	2,045,405	53,982,333,800	263.92	14	AZ	2,311,846	61,541,090,000	266.20
NI	1,976,077	52,372,163,600	265.03	15	OD	2,226,832	59,443,711,000	266.94
SQ	1,710,531	45,290,127,200	264.77	16	DR	2,226,603	58,616,807,200	263.26
AI	1,698,378	44,876,668,000	264.23	17	SQ	2,098,803	55,629,599,800	265.05
OD	1,579,972	42,159,625,400	266.84	18	GR	1,555,964	40,902,560,400	262.88
YJ	1,472,667	39,091,126,000	265.44	19	YJ	1,323,664	34,833,488,800	263.16
GR	1,303,451	34,625,393,600	265.64	20	IF	1,079,805	29,091,569,400	269.42
BK	1,242,253	33,026,192,400	265.86	21	AI	1,028,706	27,496,399,800	267.29
HD	917,603	24,347,247,400	265.34	22	YB	1,029,609	27,242,872,600	264.59
DR	846,737	22,244,325,400	262.71	23	XA	1,014,031	26,993,939,400	266.20
YB	784,123	20,747,365,000	264.59	24	HD	977,702	26,192,582,000	267.90
XA	703,875	18,580,779,800	263.98	25	BQ	845,567	22,449,804,000	265.50
BQ	693,068	18,304,539,800	264.11	26	EP	777,983	20,672,955,600	265.73
EP	608,654	16,225,430,000	266.58	27	AT	487,260	13,017,977,600	267.17
TP	512,978	13,721,966,400	267.50	28	DP	470,787	12,273,596,200	260.70
DX	481,515	12,603,105,600	261.74	29	KI	425,950	11,363,788,600	266.79
DP	440,551	11,461,215,800	260.16	30	DX	395,576	10,552,008,200	266.75
KI	388,987	10,118,227,200	260.12	31	TP	391,137	10,333,330,600	264.19
AT	366,173	9,744,591,000	266.12	32	DH	341,302	9,100,028,200	266.63
DH	334,921	8,943,761,600	267.04	33	BK	313,549	8,067,496,800	257.30
HP	310,212	8,193,553,000	264.13	34	IN	285,575	7,433,314,000	260.29
BB	300,000	7,933,394,800	264.45	35	ES	274,972	7,340,952,000	266.97
ES	292,121	7,717,855,800	264.20	36	RB	260,423	6,906,952,400	265.22
IF	175,162	4,632,134,200	264.45	37	AO	243,516	6,418,478,000	263.58
BR	171,421	4,533,280,600	264.45	38	HP	226,263	6,013,277,800	265.76
AO	154,437	4,055,207,200	262.58	39	FZ	222,301	5,919,808,600	266.30
IH	152,401	4,032,585,400	264.60	40	SS	219,520	5,905,966,000	269.04
AG	132,665	3,519,162,800	265.27	41	LS	189,620	4,911,989,600	259.04
RS	116,435	3,153,782,000	270.86	42	IH	177,090	4,706,314,000	265.76
IU	107,600	2,781,230,000	258.48	43	RF	174,099	4,579,229,400	263.02
RF	103,400	2,647,240,000	256.02	44	IU	158,260	4,198,784,000	265.31
SH	87,671	2,309,193,600	263.39	45	AG	153,758	4,097,553,000	266.49
GA	83,300	2,145,400,000	257.55	46	BR	117,991	3,100,339,600	262.76
FZ	81,647	2,124,322,000	260.18	47	EL	106,000	2,834,200,000	267.38
RO	53,651	1,402,119,000	261.34	48	PI	100,000	2,660,000,000	266.00
LS	51,967	1,372,959,800	264.20	49	PF	100,431	2,601,262,200	259.01
EL	41,000	1,087,200,000	265.17	50	CD	85,570	2,265,967,200	264.81
PP	39,062	1,038,071,000	265.75	51	RO	76,927	2,033,853,600	264.39
DU	36,229	947,275,800	261.47	52	OK	73,200	1,975,560,000	269.89
SA	34,319	898,889,200	261.92	53	FS	67,150	1,823,210,000	271.51
RG	30,410	814,272,000	267.76	54	AH	42,370	1,145,464,000	270.35
CD	30,416	805,760,400	264.91	55	MI	41,250	1,100,700,000	266.84
RX	28,364	771,500,800	272.00	56	GA	37,800	1,002,160,000	265.12
FS	17,400	469,900,000	270.06	57	DU	34,629	937,634,400	270.77
IN	14,700	383,400,000	260.82	58	BS	32,787	866,119,200	264.17
MI	14,500	376,590,000	259.72	59	SA	25,649	670,196,400	261.30
PG	14,002	352,854,000	252.00	60	SH	19,430	523,544,000	269.45
QA	10,125	271,627,600	268.27	61	ZR	16,820	439,898,000	261.53
PC	9,484	249,311,000	262.88	62	AR	16,000	428,000,000	267.50
PO	5,717	152,867,600	267.39	63	PG	15,284	413,414,000	270.49
MU	4,050	102,910,000	254.10	64	RG	15,267	405,864,000	265.84
JB	3,281	86,623,200	264.01	65	PC	14,186	380,354,200	268.12
BS	2,890	76,064,000	263.20	66	BF	12,500	339,000,000	271.20
OK	2,900	75,720,000	261.10	67	ID	10,375	278,890,000	268.81
AN	2,542	67,997,800	267.50	68	QA	9,401	254,474,600	270.69
SF	1,929	50,298,800	260.75	69	RS	7,830	201,888,000	257.84
RB	1,333	36,191,600	271.50	70	MU	7,125	187,750,000	263.51
ID	1,200	30,720,000	256.00	71	PO	6,175	163,099,200	264.13
PI	1,000	27,200,000	272.00	72	KZ	4,315	112,190,000	260.00
ZR	1,000	25,800,000	258.00	73	JB	4,205	110,984,000	263.93
TF	641	17,341,400	270.54	74	SF	4,097	106,760,800	260.58
GI	47	1,246,800	265.28	75	YO	4,000	106,000,000	265.00
AD	10	258,000	258.00	76	AF	3,750	100,950,000	269.20
 	 	 	 	77	TS	2,510	68,760,000	273.94
 	 	 	 	78	AN	1,529	40,872,000	267.31
 	 	 	 	79	TF	1,450	37,690,000	259.93
 	 	 	 	80	II	1,000	27,400,000	274.00
 	 	 	 	81	FO	600	16,040,000	267.33
 	 	 	 	82	GI	43	1,134,000	263.72
