BUMIToBrokerCode	BUMI	Start	2025-12-12	End	2025-12-12	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	14,221,550	524,234,212,200	368.62	1	MG	14,709,600	545,066,860,400	370.55
MG	13,224,593	488,021,094,600	369.03	2	AK	14,059,356	517,537,873,800	368.11
YP	7,791,791	286,371,712,600	367.53	3	XL	12,358,490	454,040,557,600	367.39
AK	7,199,324	265,050,980,000	368.16	4	CC	9,189,327	337,135,128,600	366.88
CC	7,058,794	260,381,177,400	368.87	5	YP	7,744,902	284,860,761,400	367.80
XC	6,168,348	227,365,129,600	368.60	6	YU	6,149,577	225,617,491,600	366.88
CP	5,136,134	188,652,719,200	367.30	7	XC	5,883,841	216,570,590,200	368.08
YU	4,970,940	181,679,228,600	365.48	8	PD	4,251,109	156,169,823,000	367.36
PD	4,454,357	164,056,974,400	368.31	9	CP	3,068,943	113,042,070,000	368.34
ZP	4,134,045	152,574,469,600	369.07	10	KK	2,427,602	89,381,525,400	368.19
KK	2,735,695	100,726,020,800	368.19	11	SQ	2,283,745	84,000,908,200	367.82
BK	2,713,935	99,346,223,800	366.06	12	AZ	2,176,873	79,702,971,600	366.14
SQ	2,326,650	85,448,735,800	367.26	13	ZP	1,827,318	67,471,219,200	369.24
NI	2,310,691	84,997,710,400	367.85	14	HD	1,404,730	51,482,140,800	366.49
OD	1,740,343	64,086,497,200	368.24	15	NI	1,355,031	49,881,234,200	368.12
AZ	1,534,064	56,425,877,400	367.82	16	LG	1,259,865	46,376,242,600	368.10
HD	1,500,024	55,016,166,000	366.77	17	BQ	1,187,566	43,522,429,400	366.48
LG	1,170,675	42,940,195,800	366.80	18	GR	1,083,771	39,600,796,400	365.40
BQ	1,118,014	40,860,886,400	365.48	19	BK	1,061,159	39,331,742,800	370.65
GR	1,026,816	37,858,802,800	368.70	20	OD	923,055	33,992,083,000	368.26
TP	921,978	34,085,886,400	369.70	21	DR	813,263	30,025,673,400	369.20
XA	912,421	33,584,509,800	368.08	22	YB	742,565	27,281,520,600	367.40
SS	759,582	27,760,579,600	365.47	23	EP	689,945	25,392,555,800	368.04
DR	735,830	26,982,147,400	366.69	24	AI	622,836	22,969,667,200	368.79
YB	662,307	24,397,222,200	368.37	25	DH	618,342	22,701,570,800	367.14
EP	601,129	22,113,554,800	367.87	26	XA	575,775	21,173,057,800	367.73
DH	573,888	21,116,828,400	367.96	27	SS	400,000	14,760,000,000	369.00
YJ	535,232	19,756,419,600	369.12	28	YJ	323,612	11,925,466,000	368.51
AI	534,915	19,752,835,000	369.27	29	AT	277,412	10,229,194,600	368.74
KI	410,280	15,040,553,400	366.59	30	DX	254,359	9,297,152,800	365.51
HP	336,044	12,412,266,600	369.36	31	KI	242,380	8,961,997,600	369.75
AT	333,917	12,280,995,200	367.79	32	MI	236,600	8,692,780,000	367.40
DX	219,874	8,129,046,600	369.71	33	HP	204,883	7,480,212,600	365.10
AO	190,535	6,978,550,200	366.26	34	TP	164,139	6,018,775,400	366.69
EL	167,470	6,131,244,000	366.11	35	IF	137,702	5,071,380,000	368.29
ES	160,715	5,977,830,000	371.95	36	ES	135,720	5,032,216,000	370.78
IF	158,220	5,821,212,800	367.92	37	AO	124,789	4,577,409,400	366.81
AG	99,428	3,640,394,800	366.13	38	AG	105,992	3,904,644,600	368.39
BR	80,940	2,960,854,200	365.81	39	BR	83,175	3,071,259,800	369.25
RO	78,868	2,899,496,000	367.64	40	FZ	79,617	2,965,955,800	372.53
MI	76,144	2,807,516,800	368.71	41	IH	70,600	2,629,700,000	372.48
IH	73,041	2,710,428,800	371.08	42	EL	71,000	2,611,400,000	367.80
SH	65,694	2,434,898,400	370.64	43	LS	57,298	2,108,092,200	367.92
FS	65,804	2,421,916,200	368.05	44	RG	53,870	2,012,676,000	373.62
RG	56,331	2,092,133,000	371.40	45	GA	50,220	1,852,020,000	368.78
AF	56,550	2,074,680,000	366.88	46	IN	33,286	1,216,130,000	365.36
PF	52,500	1,912,100,000	364.21	47	SA	30,650	1,140,375,000	372.06
FZ	47,709	1,758,837,000	368.66	48	CD	30,452	1,122,031,800	368.46
LS	39,925	1,489,518,800	373.08	49	PC	26,558	980,416,400	369.16
GA	40,520	1,457,068,000	359.59	50	FS	25,452	922,497,200	362.45
PC	37,480	1,375,229,000	366.92	51	IU	20,155	737,279,000	365.80
IU	36,680	1,350,892,000	368.29	52	RX	19,579	718,400,600	366.92
II	32,830	1,200,178,000	365.57	53	OK	18,000	651,000,000	361.67
SA	24,375	907,005,000	372.10	54	PG	17,505	647,332,000	369.80
CD	22,152	812,623,000	366.84	55	DP	17,000	625,600,000	368.00
IT	20,100	739,640,000	367.98	56	SH	16,584	603,115,200	363.67
AR	17,000	628,200,000	369.53	57	BS	12,100	437,580,000	361.64
RF	16,978	613,506,400	361.35	58	QA	6,755	248,216,000	367.46
BS	15,850	584,270,000	368.62	59	RF	5,650	206,972,000	366.32
SF	8,792	324,854,200	369.49	60	RO	5,156	190,168,800	368.83
AN	8,549	316,658,800	370.40	61	AR	5,000	183,600,000	367.20
PG	7,155	270,199,400	377.64	62	AN	4,900	180,910,000	369.20
MU	6,732	243,910,400	362.31	63	RB	4,694	174,755,400	372.30
OK	5,630	204,156,000	362.62	64	RS	4,500	163,780,000	363.96
QA	5,000	185,709,000	371.42	65	SF	3,935	144,094,400	366.19
RB	3,829	140,591,800	367.18	66	DU	3,574	132,967,600	372.04
IN	3,609	133,154,400	368.95	67	ZR	3,335	124,701,200	373.92
YO	3,000	109,200,000	364.00	68	MU	3,335	123,349,800	369.86
ZR	2,800	100,760,000	359.86	69	PO	2,001	74,036,200	370.00
PO	2,241	83,045,000	370.57	70	ID	1,800	66,390,000	368.83
JB	2,138	78,107,000	365.33	71	JB	1,760	64,868,000	368.57
RS	2,000	74,600,000	373.00	72	PF	1,500	56,500,000	376.67
ID	1,275	46,695,000	366.24	73	AH	1,200	44,400,000	370.00
GI	1,166	43,097,400	369.62	74	TS	1,000	37,200,000	372.00
FO	300	10,900,000	363.33	75	AF	1,000	35,600,000	356.00
IC	271	9,811,400	362.04	76	GI	873	31,632,600	362.34
DU	118	4,333,600	367.25	77	IC	547	20,351,200	372.05
AD	35	1,276,000	364.57	78	AD	415	15,121,000	364.36
TF	7	254,000	362.86	79	BB	136	5,004,800	368.00
PI	2	72,800	364.00	80	FO	100	3,740,000	374.00
 	 	 	 	81	IT	100	3,660,000	366.00
 	 	 	 	82	TF	77	2,793,400	362.78
 	 	 	 	83	DD	50	1,870,000	374.00
