CUANToBrokerCode	CUAN	Start	2026-01-30	End	2026-01-30	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	758,022	137,148,422,500	1809.29	1	XL	756,222	136,770,197,500	1808.60
YP	226,036	40,867,895,000	1808.03	2	CC	331,939	59,381,224,500	1788.92
AK	220,609	39,595,056,000	1794.81	3	AK	238,064	43,128,185,000	1811.62
CC	206,400	37,180,256,500	1801.37	4	YP	192,823	34,954,442,500	1812.77
XC	150,470	27,014,522,000	1795.34	5	LG	152,093	26,871,171,500	1766.76
PD	144,833	26,059,110,000	1799.25	6	BB	134,764	23,819,061,000	1767.46
CP	92,109	16,651,140,000	1807.76	7	XC	118,370	21,057,777,500	1778.98
NI	91,618	16,249,736,000	1773.64	8	PD	110,695	19,818,122,000	1790.34
DX	73,624	13,028,125,500	1769.55	9	CP	82,701	15,000,727,500	1813.85
KK	69,771	12,658,560,000	1814.30	10	ZP	70,717	12,725,441,500	1799.49
SQ	64,111	11,534,138,500	1799.09	11	KK	46,429	8,465,429,500	1823.31
BK	61,611	11,061,342,000	1795.35	12	YJ	39,313	7,058,667,000	1795.50
ZP	55,227	9,869,930,500	1787.16	13	NI	38,773	6,956,598,000	1794.19
KI	42,162	7,761,726,000	1840.93	14	OD	36,847	6,610,160,000	1793.95
BQ	41,439	7,570,186,000	1826.83	15	MG	34,514	6,397,586,000	1853.62
YU	36,229	6,497,852,500	1793.55	16	EP	30,169	5,485,267,000	1818.18
MG	34,569	6,417,454,000	1856.42	17	BK	28,692	5,204,422,000	1813.89
DR	35,730	6,284,500,500	1758.89	18	BQ	23,842	4,368,464,500	1832.26
OD	33,697	6,055,569,000	1797.06	19	YB	24,105	4,338,841,000	1799.98
YB	32,510	5,811,397,500	1787.57	20	DR	22,503	4,036,408,000	1793.72
LG	31,793	5,694,448,500	1791.10	21	ES	20,281	3,650,670,000	1800.04
TP	30,010	5,395,163,000	1797.79	22	SQ	19,282	3,511,567,500	1821.16
XA	29,549	5,303,487,500	1794.81	23	YU	18,769	3,405,680,500	1814.52
EP	28,239	5,030,608,000	1781.44	24	TP	17,569	3,273,585,500	1863.27
GR	19,882	3,565,593,000	1793.38	25	KZ	18,196	3,223,362,500	1771.47
IN	18,659	3,300,974,500	1769.11	26	XA	17,993	3,197,605,000	1777.14
IF	16,643	2,940,024,500	1766.52	27	AZ	14,437	2,582,980,500	1789.14
HP	11,592	2,094,885,000	1807.18	28	GR	13,435	2,452,045,000	1825.12
DH	11,620	2,080,818,000	1790.72	29	HP	11,318	2,048,766,000	1810.18
AZ	8,872	1,582,577,000	1783.79	30	DH	10,753	1,957,707,000	1820.61
AI	7,895	1,395,863,500	1768.03	31	PO	10,000	1,900,000,000	1900.00
AO	6,104	1,108,955,000	1816.77	32	AI	10,080	1,795,893,000	1781.64
AT	6,086	1,101,298,000	1809.56	33	KI	9,215	1,669,609,000	1811.84
CD	5,903	1,053,306,500	1784.36	34	RF	5,000	937,037,000	1874.07
PI	5,530	995,205,000	1799.65	35	AT	4,764	848,746,000	1781.58
BS	5,290	955,880,000	1806.96	36	BR	4,000	712,725,000	1781.81
YJ	4,703	843,918,500	1794.43	37	AO	2,927	520,593,000	1778.59
ID	2,900	519,150,000	1790.17	38	ID	2,820	505,210,000	1791.52
AG	2,797	515,844,000	1844.28	39	CD	2,719	483,340,000	1777.64
BR	2,850	513,844,500	1802.96	40	PF	2,600	482,350,000	1855.19
LS	2,740	467,620,000	1706.64	41	LS	2,100	372,150,000	1772.14
RG	2,130	376,380,000	1767.04	42	RG	2,020	359,610,000	1780.25
SH	1,954	349,443,000	1788.35	43	IF	1,806	327,840,000	1815.28
RO	1,970	347,070,000	1761.78	44	RX	1,695	305,100,000	1800.00
PF	1,600	274,800,000	1717.50	45	RO	1,660	287,200,000	1730.12
FS	1,400	246,400,000	1760.00	46	FZ	1,124	205,359,000	1827.04
FZ	1,312	237,754,000	1812.15	47	SS	1,003	177,048,500	1765.19
SS	1,050	179,525,000	1709.76	48	DX	668	123,141,500	1843.44
HD	720	130,190,000	1808.19	49	HD	620	111,515,000	1798.63
PC	453	78,162,500	1725.44	50	AR	553	102,963,500	1861.91
RB	305	52,827,000	1732.03	51	AG	537	97,398,500	1813.75
QA	280	50,207,500	1793.13	52	MU	475	88,875,000	1871.05
PO	200	36,450,000	1822.50	53	IN	400	72,400,000	1810.00
IU	200	34,300,000	1715.00	54	IU	200	35,000,000	1750.00
AR	153	27,004,500	1765.00	55	SA	100	18,450,000	1845.00
AN	115	20,125,000	1750.00	56	SH	100	17,400,000	1740.00
AF	100	18,850,000	1885.00	57	QA	77	13,745,000	1785.06
II	100	17,500,000	1750.00	58	PC	40	7,200,000	1800.00
OK	100	17,500,000	1750.00	59	ZR	30	5,715,000	1905.00
ES	94	16,780,000	1785.11	60	PI	30	5,280,000	1760.00
MU	92	16,495,500	1792.99	61	 	 	 	 
BB	90	15,958,500	1773.17	62	 	 	 	 
ZR	50	9,085,000	1817.00	63	 	 	 	 
EL	50	8,500,000	1700.00	64	 	 	 	 
IH	10	1,730,000	1730.00	65	 	 	 	 
PG	4	726,500	1816.25	66	 	 	 	 
JB	4	723,000	1807.50	67	 	 	 	 
RS	1	186,000	1860.00	68	 	 	 	 
