CUANToBrokerCode	CUAN	Start	2026-01-12	End	2026-01-12	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
CC	240,545	46,607,443,500	1937.58	1	XL	280,085	54,734,916,000	1954.23
XL	167,039	32,643,324,500	1954.23	2	CC	127,864	24,902,069,000	1947.54
AK	130,867	25,617,845,500	1957.55	3	YP	119,998	23,437,312,500	1953.14
YP	98,845	19,229,115,000	1945.38	4	AZ	109,041	21,372,399,000	1960.03
PD	84,789	16,626,048,000	1960.87	5	AK	80,610	15,803,378,000	1960.47
XC	69,895	13,756,010,000	1968.10	6	PD	78,913	15,266,041,500	1934.54
ZP	65,772	12,807,965,500	1947.33	7	XC	57,819	11,324,077,500	1958.54
AF	47,400	9,065,496,000	1912.55	8	LG	34,815	6,756,383,000	1940.65
OD	39,744	7,758,441,500	1952.10	9	KK	31,040	6,080,336,500	1958.87
SQ	25,749	5,007,305,000	1944.66	10	CP	30,583	5,985,724,000	1957.21
NI	25,309	4,979,580,500	1967.51	11	YJ	28,925	5,526,516,500	1910.64
BK	24,397	4,696,575,500	1925.06	12	NI	23,396	4,565,848,000	1951.55
KK	23,846	4,657,860,000	1953.31	13	HP	23,138	4,517,481,500	1952.41
CP	21,735	4,262,864,500	1961.29	14	SQ	22,605	4,453,890,000	1970.31
TP	16,230	3,183,472,500	1961.47	15	GA	22,609	4,433,018,000	1960.73
LG	14,714	2,901,316,500	1971.81	16	TP	21,546	4,164,761,000	1932.96
GR	13,988	2,744,770,000	1962.23	17	YB	20,779	4,057,527,000	1952.71
DH	12,582	2,434,075,500	1934.57	18	YU	15,703	3,043,219,000	1937.99
AZ	12,103	2,363,344,000	1952.69	19	GR	13,710	2,675,088,000	1951.19
YB	7,824	1,560,068,500	1993.95	20	IF	13,392	2,648,815,000	1977.91
EP	7,923	1,555,506,500	1963.28	21	DR	12,843	2,485,075,500	1934.96
XA	7,865	1,550,517,500	1971.41	22	ZP	11,950	2,325,762,500	1946.24
MG	7,902	1,550,149,500	1961.72	23	MG	11,486	2,209,089,000	1923.29
AI	6,399	1,244,082,500	1944.18	24	EP	8,020	1,550,938,500	1933.84
IF	5,924	1,203,451,500	2031.48	25	AI	7,370	1,416,557,500	1922.06
HP	5,479	1,078,692,500	1968.78	26	DH	6,908	1,354,545,500	1960.84
YJ	5,314	1,056,756,000	1988.63	27	OD	4,889	956,620,000	1956.68
DR	5,323	1,040,784,000	1955.26	28	BK	2,871	571,851,000	1991.82
CD	4,928	973,148,500	1974.73	29	XA	2,661	527,118,000	1980.90
BQ	4,110	816,040,000	1985.50	30	PC	2,351	453,253,000	1927.92
PO	4,000	790,000,000	1975.00	31	CD	2,128	403,286,000	1895.14
YU	3,949	780,436,500	1976.29	32	HD	1,960	377,400,000	1925.51
KI	3,530	701,310,500	1986.72	33	KI	1,509	292,959,000	1941.41
SS	3,060	617,760,000	2018.82	34	BQ	1,433	276,015,000	1926.13
SH	2,580	514,518,500	1994.26	35	SH	1,311	261,056,500	1991.28
PC	2,608	509,033,000	1951.81	36	ES	1,000	201,000,000	2010.00
AG	2,259	444,510,500	1967.73	37	PO	1,000	200,000,000	2000.00
LS	1,793	353,721,500	1972.79	38	FS	878	179,750,000	2047.27
ES	1,686	333,898,000	1980.42	39	AT	814	161,382,000	1982.58
AN	1,693	329,450,000	1945.95	40	PG	705	135,700,000	1924.82
HD	1,670	327,372,500	1960.31	41	SF	673	128,024,000	1902.29
FS	1,250	244,900,000	1959.20	42	IN	538	109,800,000	2040.89
PG	1,180	226,915,000	1923.01	43	AH	521	101,595,000	1950.00
AO	1,166	226,800,500	1945.12	44	AG	441	88,734,500	2012.12
BR	1,053	208,917,000	1984.02	45	LS	400	77,000,000	1925.00
AT	864	166,929,500	1932.05	46	AO	294	57,916,000	1969.93
PF	771	146,655,500	1902.15	47	IU	151	30,586,000	2025.56
RO	750	146,487,500	1953.17	48	RG	138	26,340,000	1908.70
RF	575	114,275,000	1987.39	49	RF	100	19,150,000	1915.00
ZR	535	104,557,500	1954.35	50	SA	100	19,012,500	1901.25
AR	430	82,700,000	1923.26	51	DX	80	15,700,000	1962.50
DX	363	70,732,000	1948.54	52	RO	50	9,725,000	1945.00
GI	300	58,575,000	1952.50	53	IH	50	9,575,000	1915.00
MI	300	57,000,000	1900.00	54	RB	35	6,860,000	1960.00
IH	250	48,675,000	1947.00	55	BR	25	5,075,000	2030.00
RG	230	43,862,500	1907.07	56	FZ	10	1,980,000	1980.00
TS	200	39,000,000	1950.00	57	 	 	 	 
BS	150	29,100,000	1940.00	58	 	 	 	 
MU	141	27,904,500	1979.04	59	 	 	 	 
SA	100	20,600,000	2060.00	60	 	 	 	 
IU	90	17,735,000	1970.56	61	 	 	 	 
RS	60	11,640,000	1940.00	62	 	 	 	 
RB	45	8,950,000	1988.89	63	 	 	 	 
JB	40	7,620,000	1905.00	64	 	 	 	 
FZ	34	6,984,000	2054.12	65	 	 	 	 
SF	10	1,915,000	1915.00	66	 	 	 	 
QA	9	1,741,000	1934.44	67	 	 	 	 
