CUANToBrokerCode	CUAN	Start	2026-01-29	End	2026-01-29	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	2,031,678	337,053,983,500	1658.99	1	XL	1,823,448	301,037,417,500	1650.92
AK	844,099	140,901,618,500	1669.25	2	AK	718,987	121,221,983,000	1686.01
CC	546,035	87,680,695,500	1605.77	3	CC	613,508	101,820,328,000	1659.64
YP	517,912	85,412,451,000	1649.17	4	YP	499,922	82,193,471,000	1644.13
CP	255,699	41,601,964,000	1626.99	5	PD	378,570	60,696,271,000	1603.30
BK	258,270	39,570,141,500	1532.12	6	CP	238,644	39,071,845,500	1637.24
PD	221,950	36,793,893,000	1657.76	7	BK	221,829	37,270,559,500	1680.15
XC	143,369	23,953,473,000	1670.76	8	XC	153,111	25,239,402,000	1648.44
YU	116,802	20,605,611,000	1764.15	9	ZP	133,641	22,157,200,000	1657.96
NI	93,796	15,693,440,000	1673.15	10	OD	122,951	21,961,468,000	1786.20
ZP	85,717	15,075,446,000	1758.75	11	KK	110,500	18,532,978,000	1677.19
MG	91,902	14,407,684,500	1567.72	12	SQ	97,783	16,559,980,000	1693.54
SQ	82,719	13,876,226,000	1677.51	13	MG	93,176	14,761,591,500	1584.27
YB	83,450	13,838,612,500	1658.31	14	NI	86,175	14,257,920,500	1654.53
KK	80,673	13,239,061,500	1641.08	15	YB	81,736	13,689,530,000	1674.85
HP	62,485	10,484,055,500	1677.85	16	XA	82,925	11,928,382,000	1438.45
BQ	51,178	8,256,168,000	1613.23	17	LG	64,045	10,892,300,000	1700.73
DX	42,912	7,703,282,000	1795.13	18	BQ	64,210	10,695,405,000	1665.69
AZ	43,414	7,291,787,500	1679.59	19	IF	61,367	9,534,257,500	1553.65
EP	42,400	7,035,286,000	1659.27	20	GR	55,862	8,961,859,500	1604.29
KZ	36,470	6,440,654,000	1766.01	21	AZ	51,318	8,356,963,500	1628.47
OD	38,138	6,306,272,500	1653.54	22	EP	43,354	7,184,295,500	1657.12
LG	31,395	5,270,900,000	1678.90	23	DH	32,603	5,282,669,500	1620.30
