CUANToBrokerCode	CUAN	Start	2026-01-05	End	2026-01-05	Mode	Value
Investor	All	Board	RG
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
XL	91,234	20,462,143,000	2242.82	1	XL	89,962	20,221,690,000	2247.80
CC	47,293	10,592,878,000	2239.84	2	CC	72,887	16,350,661,000	2243.29
AK	43,447	9,767,559,000	2248.15	3	AK	56,245	12,671,045,000	2252.83
YP	42,742	9,574,176,000	2239.99	4	HP	31,959	7,161,304,000	2240.78
YJ	36,865	8,339,387,000	2262.14	5	XC	23,165	5,192,950,000	2241.72
XC	28,924	6,491,955,000	2244.49	6	YP	20,787	4,661,825,000	2242.66
NI	23,920	5,364,851,000	2242.83	7	NI	19,559	4,388,058,000	2243.50
PD	21,621	4,844,206,000	2240.51	8	BB	18,984	4,247,363,000	2237.34
ZP	20,427	4,588,696,000	2246.39	9	PD	18,820	4,223,484,000	2244.15
AZ	18,021	4,056,962,000	2251.24	10	GR	17,094	3,817,027,000	2232.96
LG	12,212	2,743,098,000	2246.23	11	YU	16,510	3,696,378,000	2238.87
BK	12,119	2,714,656,000	2240.00	12	ZP	16,035	3,601,550,000	2246.06
YU	11,890	2,664,348,000	2240.83	13	AZ	15,521	3,465,912,000	2233.05
SQ	10,861	2,439,499,000	2246.11	14	IF	14,455	3,237,644,000	2239.81
KK	9,643	2,167,515,000	2247.76	15	MG	13,303	2,989,421,000	2247.18
GR	8,348	1,868,635,000	2238.42	16	SQ	11,421	2,573,341,000	2253.17
EP	7,593	1,699,000,000	2237.59	17	PI	10,000	2,250,000,000	2250.00
PO	6,579	1,476,538,000	2244.32	18	CD	7,568	1,693,247,000	2237.38
OD	6,094	1,365,563,000	2240.83	19	KK	7,013	1,570,808,000	2239.85
HP	5,988	1,336,511,000	2231.98	20	YB	6,323	1,443,413,000	2282.80
CD	5,678	1,271,870,000	2240.00	21	TP	4,613	1,030,137,000	2233.12
TP	4,268	960,770,000	2251.10	22	CP	3,694	826,909,000	2238.52
AI	4,147	927,083,000	2235.55	23	HD	3,630	813,100,000	2239.94
DP	3,700	828,800,000	2240.00	24	LG	3,252	728,364,000	2239.74
CP	3,294	738,205,000	2241.06	25	OD	2,812	628,872,000	2236.39
FZ	3,200	716,775,000	2239.92	26	EP	2,658	595,882,000	2241.84
HD	2,825	633,085,000	2241.01	27	DR	2,129	477,231,000	2241.57
DR	2,798	628,526,000	2246.34	28	PC	2,000	448,000,000	2240.00
XA	2,718	610,556,000	2246.34	29	BQ	1,452	325,891,000	2244.43
AO	2,651	599,846,000	2262.72	30	AO	1,110	249,590,000	2248.56
YB	2,629	591,518,000	2249.97	31	DX	1,027	229,994,000	2239.47
MG	2,412	543,694,000	2254.12	32	ES	1,000	223,000,000	2230.00
DH	2,361	528,961,000	2240.41	33	RX	950	217,550,000	2290.00
RX	2,070	463,442,000	2238.85	34	DH	849	190,436,000	2243.06
PC	2,036	458,069,000	2249.85	35	AT	774	174,370,000	2252.84
IF	1,098	245,130,000	2232.51	36	AI	709	158,207,000	2231.41
BQ	1,064	239,191,000	2248.04	37	BK	627	140,648,000	2243.19
RF	1,050	235,250,000	2240.48	38	YJ	542	121,210,000	2236.35
AN	1,012	225,736,000	2230.59	39	BR	500	111,500,000	2230.00
EL	1,000	224,000,000	2240.00	40	LS	500	111,500,000	2230.00
GA	896	199,808,000	2230.00	41	KI	493	111,236,000	2256.31
AT	863	194,618,000	2255.13	42	XA	356	79,650,000	2237.36
PG	800	178,600,000	2232.50	43	AG	129	28,769,000	2230.16
BR	724	161,952,000	2236.91	44	MI	115	25,645,000	2230.00
KI	674	151,326,000	2245.19	45	IU	100	23,100,000	2310.00
DX	547	122,503,000	2239.54	46	FS	100	22,500,000	2250.00
ZR	370	83,110,000	2246.22	47	RF	50	11,200,000	2240.00
LS	321	71,883,000	2239.35	48	IN	13	2,902,000	2232.31
ES	210	47,045,000	2240.24	49	PF	6	1,344,000	2240.00
AG	154	34,385,000	2232.79	50	ZR	1	224,000	2240.00
AR	100	22,500,000	2250.00	51	 	 	 	 
RG	82	18,343,000	2236.95	52	 	 	 	 
SS	80	17,920,000	2240.00	53	 	 	 	 
JB	50	11,200,000	2240.00	54	 	 	 	 
PF	37	8,285,000	2239.19	55	 	 	 	 
IU	30	6,750,000	2250.00	56	 	 	 	 
RS	10	2,240,000	2240.00	57	 	 	 	 
MU	7	1,563,000	2232.86	58	 	 	 	 
SH	6	1,339,000	2231.67	59	 	 	 	 
IH	5	1,125,000	2250.00	60	 	 	 	 
RO	4	904,000	2260.00	61	 	 	 	 
