BRISToBrokerCode	BRIS	Start	2026-01-06	End	2026-01-06	Mode	Value
Investor	All	Board	All Trade
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
AK	100,812	21,662,901,000	2148.84	1	PD	275,901	59,241,402,996	2147.19
CC	80,942	17,422,065,000	2152.41	2	YU	48,932	10,588,717,200	2163.97
ZP	72,182	15,572,562,000	2157.40	3	AK	48,868	10,526,151,000	2154.00
XL	37,603	8,115,183,940	2158.11	4	CC	31,326	6,801,835,000	2171.31
YU	31,567	6,804,179,200	2155.47	5	XL	14,551	3,162,500,940	2173.35
YP	22,365	4,824,259,000	2157.06	6	NI	11,524	2,502,183,000	2171.28
XC	20,249	4,357,151,000	2151.79	7	KZ	11,410	2,489,203,000	2181.60
OD	19,811	4,274,005,000	2157.39	8	YP	7,438	1,613,208,000	2168.87
CP	16,695	3,596,966,000	2154.52	9	SQ	7,051	1,538,557,000	2182.04
PD	12,108	2,610,623,996	2155.99	10	XC	4,415	961,376,000	2177.52
SQ	12,012	2,602,645,000	2166.70	11	BK	4,312	927,080,000	2150.00
NI	10,974	2,370,041,000	2159.69	12	PP	2,770	593,896,000	2144.03
BK	9,329	2,023,439,000	2168.98	13	OD	1,865	403,826,000	2165.29
FS	4,850	1,054,850,000	2174.95	14	ZP	1,600	342,616,000	2141.35
IH	4,100	879,450,000	2145.00	15	AZ	1,178	253,674,000	2153.43
GR	3,302	709,940,000	2150.03	16	KK	1,069	229,383,000	2145.77
PG	2,642	574,868,000	2175.88	17	DR	1,024	222,311,000	2171.01
KK	2,169	467,898,000	2157.21	18	DH	981	214,084,000	2182.30
DR	2,027	438,408,000	2162.84	19	AI	861	187,378,000	2176.28
LG	1,755	379,517,000	2162.49	20	PG	844	184,000,000	2180.09
EP	1,676	362,521,000	2163.01	21	CP	660	144,800,000	2193.94
AT	1,608	347,883,000	2163.45	22	EP	630	137,167,000	2177.25
DX	1,580	343,035,000	2171.11	23	AG	610	132,990,000	2180.16
DH	1,527	330,278,000	2162.92	24	YB	309	67,881,000	2196.80
AI	1,211	260,234,000	2148.92	25	BQ	288	61,805,000	2146.01
BQ	848	182,427,000	2151.26	26	HD	200	43,600,000	2180.00
YB	829	178,267,000	2150.39	27	AT	155	33,880,000	2185.81
AZ	825	177,536,000	2151.95	28	TP	128	27,865,000	2176.95
TP	663	143,567,000	2165.41	29	LS	100	21,900,000	2190.00
HP	595	128,351,000	2157.16	30	DX	98	21,364,000	2180.00
YJ	506	108,303,000	2140.38	31	GR	38	8,334,000	2193.16
HD	400	86,200,000	2155.00	32	KI	30	6,552,000	2184.00
KI	366	79,151,000	2162.60	33	ZR	25	5,500,000	2200.00
XA	234	50,432,000	2155.21	34	LG	17	3,740,000	2200.00
ZR	225	48,625,000	2161.11	35	JB	16	3,488,000	2180.00
DD	200	43,000,000	2150.00	36	CD	16	3,440,000	2150.00
IF	163	34,977,000	2145.83	37	MG	12	2,616,000	2180.00
AN	120	25,580,000	2131.67	38	PO	10	2,200,000	2200.00
CD	51	10,954,000	2147.84	39	PC	2	437,000	2185.00
GI	50	10,700,000	2140.00	40	YJ	2	430,000	2150.00
AG	28	6,027,000	2152.50	41	SH	1	215,000	2150.00
PC	28	6,019,000	2149.64	42	 	 	 	 
MI	18	3,834,000	2130.00	43	 	 	 	 
MG	11	2,370,000	2154.55	44	 	 	 	 
SF	6	1,290,000	2150.00	45	 	 	 	 
IC	2	430,000	2150.00	46	 	 	 	 
RG	1	215,000	2150.00	47	 	 	 	 
RO	1	214,000	2140.00	48	 	 	 	 
MU	1	214,000	2140.00	49	 	 	 	 
