BRISToBrokerCode	BRIS	Start	2026-01-13	End	2026-01-13	Mode	Value
Investor	All	Board	All Trade
BY	BLot	BVal	BAvg	#	SL	SLot	SVal	SAvg
YU	21,589	4,603,971,000	2132.55	1	YU	24,561	5,224,651,000	2127.21
XL	16,638	3,539,540,000	2127.38	2	RX	23,405	4,945,692,000	2113.09
OD	15,757	3,345,541,000	2123.21	3	YP	15,244	3,233,579,000	2121.21
AK	14,633	3,116,518,000	2129.79	4	CC	12,285	2,630,064,000	2140.87
CC	13,408	2,853,509,000	2128.21	5	LG	10,971	2,330,994,000	2124.69
PD	8,135	1,725,469,000	2121.04	6	XL	10,220	2,181,291,000	2134.34
YP	7,529	1,601,240,000	2126.76	7	ZP	8,210	1,741,658,000	2121.39
NI	7,445	1,583,126,000	2126.43	8	XC	5,978	1,277,248,000	2136.58
XC	6,963	1,479,768,000	2125.19	9	BK	5,469	1,158,618,000	2118.52
CP	4,444	939,865,000	2114.91	10	AK	4,569	976,584,000	2137.41
ZP	3,567	757,668,000	2124.10	11	DR	4,336	919,774,000	2121.25
SQ	2,932	621,551,000	2119.89	12	PD	4,281	912,634,000	2131.82
HP	2,624	554,774,000	2114.23	13	NI	3,062	653,218,000	2133.31
DX	2,129	455,345,000	2138.77	14	OD	2,249	479,657,000	2132.76
BQ	2,070	441,325,000	2132.00	15	SQ	1,863	398,430,000	2138.65
AT	1,408	299,117,000	2124.41	16	TP	1,022	218,728,000	2140.20
XA	1,358	288,352,000	2123.36	17	AO	601	129,215,000	2150.00
KK	1,143	243,244,000	2128.12	18	YB	543	115,844,000	2133.41
BK	967	204,069,000	2110.33	19	AI	512	109,032,000	2129.53
LG	938	198,680,000	2118.12	20	CP	445	95,020,000	2135.28
AZ	870	183,578,000	2110.09	21	KK	389	82,608,000	2123.60
YJ	766	161,648,000	2110.29	22	EP	313	66,232,000	2116.04
GR	640	136,433,000	2131.77	23	GR	189	40,319,000	2133.28
IF	515	109,470,000	2125.63	24	BQ	161	34,330,000	2132.30
BB	500	105,857,000	2117.14	25	DX	160	34,190,000	2136.88
DR	485	102,968,000	2123.05	26	AZ	147	31,449,000	2139.39
EP	399	85,117,000	2133.26	27	AT	136	29,104,000	2140.00
HD	400	84,800,000	2120.00	28	MU	114	24,176,000	2120.70
DH	366	78,245,000	2137.84	29	IF	60	12,780,000	2130.00
YB	287	61,042,000	2126.90	30	HP	43	9,147,000	2127.21
TP	242	51,547,000	2130.04	31	PP	35	7,385,000	2110.00
MU	101	21,414,000	2120.20	32	DH	21	4,476,000	2131.43
CD	100	21,170,000	2117.00	33	ZR	20	4,280,000	2140.00
KI	71	15,073,000	2122.96	34	MG	20	4,240,000	2120.00
AI	62	13,082,000	2110.00	35	JB	14	2,954,000	2110.00
FS	50	10,700,000	2140.00	36	PO	10	2,120,000	2120.00
MG	43	9,184,000	2135.81	37	PC	1	216,000	2160.00
LS	30	6,330,000	2110.00	38	 	 	 	 
AG	21	4,432,000	2110.48	39	 	 	 	 
MI	19	3,990,000	2100.00	40	 	 	 	 
PC	10	2,130,000	2130.00	41	 	 	 	 
RG	5	1,055,000	2110.00	42	 	 	 	 
