Stock	Time	Last	Chg	Chg%	TVal	%Val	TLot	%Lot	TFrq	%Frq	Type	Stock Name	Corp. Action	
UANG	11:52:56	4020	-160	-3.8	3772010000	30	9160	29	1241	32	ORDI_PREOPEN	Pakuan Tbk.	-	
INPC	11:59:54	189	6	3.3	3757708300	46	198172	45	1843	46	ORDI_PREOPEN	Bank Artha Graha Internasional Tbk.	-	
CPIN	11:59:57	4450	-30	-0.7	3739012000	32	8407	32	1276	27	ORDI_PREOPEN	Charoen Pokphand Indonesia Tbk	-	
STAA	11:59:49	1180	-15	-1.3	3727496500	54	31584	53	632	48	ORDI_PREOPEN	Sumber Tani Agung Resources Tbk.	-	
TSPC	11:58:44	2780	20	0.7	3670681000	39	13322	38	440	49	ORDI_PREOPEN	Tempo Scan Pacific Tbk.	-	
DMAS	11:59:46	137	-1	-0.7	3616420000	35	264358	34	1406	40	ORDI_PREOPEN	Puradelta Lestari Tbk.	-	
RATUZPCQ6A	11:59:42	16	2	14.3	3575887400	43	2281343	42	2941	46	S_WARI	SW Call 50:1 x12500 RATU 26 Aug 26 Maybank (ZP)	-	
ISAP-W	11:59:48	27	1	3.8	3567338600	62	1345023	61	2026	69	WARI	Waran ISAP  Isra Presisi Indonesia Tbk.	End Waran 2027-12-09	
RSCH	11:59:05	408	4	1.0	3528070200	95	86430	94	245	75	ORDI_PREOPEN	Charlie Hospital Semarang Tbk.	-	
MEDS	11:59:53	82	5	6.5	3521595900	61	432660	60	2022	58	ORDI_PREOPEN	Hetzer Medical Indonesia Tbk.	-	
PBSA	11:59:10	1515	25	1.7	3459121000	44	22647	44	963	37	ORDI_PREOPEN	Paramita Bangun Sarana Tbk.	-	
MTEL	11:59:57	540	-5	-0.9	3429936000	14	63433	14	1007	16	ORDI_PREOPEN	Dayamitra Telekomunikasi Tbk.	-	
POWR	11:59:45	705	5	0.7	3396486000	16	48500	15	461	31	ORDI_PREOPEN	Cikarang Listrindo Tbk.	-	
ASLC	11:58:33	82	1	1.2	3369971600	67	410264	67	7216	94	ORDI_PREOPEN	Autopedia Sukses Lestari Tbk.	-	
PYFA	11:59:18	418	0	0.0	3322796200	20	79370	19	576	28	ORDI_PREOPEN	Pyridam Farma Tbk	-	
MHKI	11:59:41	242	2	0.8	3309771200	41	137443	40	1413	37	ORDI_PREOPEN	Multi Hanna Kreasindo Tbk.	-	
SMIL	11:59:57	300	6	2.0	3308495600	46	111643	45	1296	64	ORDI_PREOPEN	Sarana Mitra Luas Tbk.	-	
KEEN	11:59:20	1060	-15	-1.4	3303726000	28	30906	27	611	53	ORDI_PREOPEN	Kencana Energi Lestari Tbk.	-	
TRON	11:59:49	180	-4	-2.2	3232290500	39	180795	39	2577	37	ORDI_PREOPEN	Teknologi Karya Digital Nusa Tbk.	-	
ESTA	11:59:37	212	12	6.0	3207417400	46	145853	45	2910	48	ORDI_PREOPEN	Esta Multi Usaha Tbk.	-	
GGRM	11:59:53	16175	-125	-0.8	3133342500	44	1936	44	538	47	ORDI_PREOPEN	Gudang Garam Tbk.	-	
BJTM	11:57:11	580	0	0.0	3117588500	67	53685	66	747	72	ORDI_PREOPEN	Bank Pembangunan Daerah Jawa Timur Tbk.	-	
PNBN	11:59:50	1055	-10	-0.9	3051020000	17	28853	17	766	22	ORDI_PREOPEN	Bank Pan Indonesia Tbk	-	
NETV	11:59:32	121	-3	-2.4	2960954000	26	237934	25	2474	43	ORDI_PREOPEN	MDTV Media Technologies Tbk.	-	
LION	11:59:41	555	-95	-14.6	2914346000	33	50625	33	1510	39	ORDI_PREOPEN	Lion Metal Works Tbk.	-	
BNGA	11:59:14	1875	-10	-0.5	2849234000	30	15184	30	606	33	ORDI_PREOPEN	Bank CIMB Niaga Tbk.	-	
ARTO	11:59:59	1720	-10	-0.6	2839441000	36	16533	35	838	46	ORDI_PREOPEN	Bank Jago Tbk.	-	
HOMI	11:59:59	322	4	1.3	2754821200	88	87602	87	1518	73	ORDI_PREOPEN	Grand House Mulia Tbk.	-	
APEX	11:58:48	216	-2	-0.9	2697876000	45	123869	45	1326	45	ORDI_PREOPEN	Apexindo Pratama Duta Tbk.	-	
HOKI	11:57:36	76	0	0.0	2693449700	45	357209	44	655	49	ORDI_PREOPEN	Buyung Poetra Sembada Tbk.	-	
SMSM	11:55:34	1795	15	0.8	2686987500	69	14986	69	505	63	ORDI_PREOPEN	Selamat Sempurna Tbk.	-	
TBIG	11:59:41	1710	-35	-2.0	2671278500	24	15626	24	688	26	ORDI_PREOPEN	Tower Bersama Infrastructure Tbk.	-	
APLN	11:59:22	144	0	0.0	2664976300	44	186288	43	1487	42	ORDI_PREOPEN	Agung Podomoro Land Tbk.	-	
WOWS	11:59:56	82	-3	-3.5	2643728500	23	322302	22	1227	29	ORDI_PREOPEN	Ginting Jaya Energi Tbk.	-	
MSJA	11:57:46	398	-2	-0.5	2637137600	78	66124	77	739	86	ORDI_PREOPEN	Multi Spunindo Jaya Tbk.	-	
ACES	11:59:59	406	-2	-0.5	2608727800	35	64549	34	846	32	ORDI_PREOPEN	Aspirasi Hidup Indonesia Tbk.	-	
BSDE	11:59:57	900	-10	-1.1	2597915000	21	28791	21	831	25	ORDI_PREOPEN	Bumi Serpong Damai Tbk.	-	
ALII	11:49:39	835	-5	-0.6	2550053000	49	30591	48	1076	46	ORDI_PREOPEN	Ancara Logistics Indonesia Tbk.	-	
PRIM	11:59:45	82	2	2.5	2513865300	59	302557	59	12805	92	ORDI_PREOPEN	Royal Prima Tbk.	-	
PTROZPCU6A	11:59:59	16	2	14.3	2445783100	42	1536383	41	3070	45	S_WARI	SW Call 40:1 x15000 PTRO 25 Sep 26 Maybank (ZP)	-	
COAL	11:59:44	79	0	0.0	2437467400	31	310476	31	2310	37	ORDI_PREOPEN	Black Diamond Resources Tbk.	-	
AVIA	11:59:44	438	-10	-2.2	2418202600	36	55017	35	1242	30	ORDI_PREOPEN	Avia Avian Tbk.	-	
ASSA	11:56:54	1155	15	1.3	2396533000	57	20792	56	579	58	ORDI_PREOPEN	Adi Sarana Armada Tbk.	-	
CMNT	11:54:12	775	-20	-2.5	2353896500	17	30244	17	180	22	ORDI_PREOPEN	Cemindo Gemilang Tbk.	-	
NASI	11:58:52	185	-2	-1.1	2331189900	51	128525	50	1582	46	ORDI_PREOPEN	Wahana Inti Makmur Tbk.	-	
JIHD	11:59:56	635	95	17.6	2324794500	54	38576	53	1525	56	ORDI_PREOPEN	Jakarta International Hotels & Development Tbk.	-	
WMUU	11:55:01	65	1	1.6	2323588600	46	344111	45	664	34	WATCH_CALL	Widodo Makmur Unggas Tbk.	-	
BMTR	11:59:25	143	0	0.0	2309266300	39	161247	38	608	35	ORDI_PREOPEN	Global Mediacom Tbk.	-	
MPXL	11:59:34	154	0	0.0	2287715800	5	150932	4	462	59	ORDI_PREOPEN	MPX Logistics International Tbk.	-	
DEWI	11:59:59	133	-2	-1.5	2268406400	42	169542	42	2656	73	ORDI_PREOPEN	Dewi Shri Farmindo Tbk.	-	
SOFA	11:59:43	482	2	0.4	2247610800	42	46377	41	628	39	ACCEL	Solusi Environment Asia Tbk.	-	
KOCI	11:59:47	169	-7	-4.0	2202635800	26	129690	25	2512	41	ORDI_PREOPEN	Kokoh Exa Nusantara Tbk.	-	
TMPO	11:59:51	151	7	4.9	2195397900	40	139405	39	2372	52	ORDI_PREOPEN	Tempo Intimedia Tbk.	-	
STRK	11:54:28	160	0	0.0	2189767600	54	137732	54	1015	64	ORDI_PREOPEN	Lovina Beach Brewery Tbk.	-	
TMAS	11:58:25	141	2	1.4	2089126000	53	149587	52	976	48	ORDI_PREOPEN	Temas Tbk.	-	
FIRE	11:59:12	172	-1	-0.6	2047317200	25	118213	24	1818	40	ORDI_PREOPEN	Alfa Energi Investama Tbk.	-	
LMPI	11:59:59	218	40	22.5	2037944700	58	98939	58	1866	63	ORDI_PREOPEN	Langgeng Makmur Industri Tbk.	-	
ASHA	11:59:59	73	0	0.0	2023365300	35	275115	34	1824	48	ORDI_PREOPEN	Cilacap Samudera Fishing Industry Tbk.	-	
TPMA	11:59:55	610	-5	-0.8	2022678000	39	33136	39	568	37	ORDI_PREOPEN	Trans Power Marine Tbk.	-	
AUTO	11:57:08	2640	10	0.4	2007675000	35	7606	35	498	33	ORDI_PREOPEN	Astra Otoparts Tbk.	-	
MPPA	11:59:42	53	1	1.9	1968486800	15	377953	15	717	31	ORDI_PREOPEN	Matahari Putra Prima Tbk.	-	
CNMA	11:57:46	113	-1	-0.9	1968129000	20	175306	19	801	33	ORDI_PREOPEN	Nusantara Sejahtera Raya Tbk.	-	
AYAM	11:53:46	396	-4	-1.0	1933611000	39	48852	39	652	38	ORDI_PREOPEN	Janu Putra Sejahtera Tbk.	-	
NAYZ	11:59:38	91	3	3.4	1922948700	50	210765	49	1998	44	ACCEL	Hassana Boga Sejahtera Tbk.	-	
GJTL	11:56:23	1080	5	0.5	1922331000	48	17752	47	351	53	ORDI_PREOPEN	Gajah Tunggal Tbk.	-	
SMGA	11:59:21	113	2	1.8	1902286000	51	168773	50	959	57	ORDI_PREOPEN	Sumber Mineral Global Abadi Tbk.	-	
NISP	11:54:19	1555	15	1.0	1899964500	61	12235	61	375	61	ORDI_PREOPEN	Bank OCBC NISP Tbk.	-	
COCO	11:55:01	340	18	5.6	1897048800	68	56354	68	269	68	WATCH_CALL	Wahana Interfood Nusantara Tbk.	-	
AMAN	11:56:30	298	0	0.0	1896062400	31	62954	30	1156	37	ORDI_PREOPEN	Makmur Berkah Amanda Tbk.	-	
EXCLBQCQ6A	11:39:49	49	0	0.0	1865631000	81	380745	80	53	62	S_WARI	SW Call 15:1 x10000 EXCL 26 Aug 26 KISI (BQ)	-	
LPPF	11:59:31	1895	15	0.8	1821279000	49	9679	49	772	59	ORDI_PREOPEN	Matahari Department Store Tbk.	-	
PKPK	11:55:27	2010	-10	-0.5	1791243500	56	8951	56	244	34	ORDI_PREOPEN	Paragon Karya Perkasa Tbk.	-	
TNCA	11:59:59	240	48	25.0	1774503200	46	77568	45	2008	50	ORDI_PREOPEN	Trimuda Nuansa Citra Tbk.	-	
ABMM	11:59:52	2870	-10	-0.3	1765628000	46	6097	46	558	55	ORDI_PREOPEN	ABM Investama Tbk.	-	
SOTS	11:58:20	2380	-300	-11.2	1762314000	24	7078	23	1070	30	ORDI_PREOPEN	Satria Mega Kencana Tbk.	-	
INET-W2	11:59:25	183	-2	-1.1	1760445000	33	94785	33	1186	35	WARI	Waran INET  Sinergi Inti Andalan Prima Tbk.	End Waran 2028-07-13	
GIAA	11:55:01	91	1	1.1	1750842200	26	193457	25	753	19	WATCH_CALL	Garuda Indonesia (Persero) Tbk.	-	
CLEO	11:58:46	404	6	1.5	1749342000	36	43023	36	783	50	ORDI_PREOPEN	Sariguna Primatirta Tbk.	-	
AGRO	11:59:14	216	-2	-0.9	1715796800	55	79370	55	474	44	ORDI_PREOPEN	Bank Raya Indonesia Tbk.	-	
UNIQ	11:59:15	177	1	0.6	1707711500	39	96349	38	1759	52	ORDI_PREOPEN	Ulima Nitra Tbk.	-	
JTPE	11:59:16	610	-20	-3.2	1693609000	42	27333	41	360	60	ORDI_PREOPEN	Jasuindo Tiga Perkasa Tbk.	-	
NIKL	11:59:51	390	-2	-0.5	1660242200	33	41778	32	1119	34	ORDI_PREOPEN	Pelat Timah Nusantara Tbk.	-	
CBPE	11:59:53	302	10	3.4	1650983400	58	50560	57	1163	45	ORDI_PREOPEN	Citra Buana Prasida Tbk.	-	
ATLA	11:59:40	56	0	0.0	1644133800	27	296626	26	1177	39	ORDI_PREOPEN	Atlantis Subsea Indonesia Tbk.	-	
PTPP	11:59:17	352	-2	-0.6	1642582200	36	46880	35	531	32	ORDI_PREOPEN	PP (Persero) Tbk.	-	
PART-W	11:59:56	33	4	13.8	1619998700	60	518327	60	897	68	WARI	Waran PART  Cipta Perdana Lancar Tbk.	End Waran 2026-07-03	
MDRN	11:55:01	63	1	1.6	1618110700	34	244839	33	345	33	WATCH_CALL	Modern Internasional Tbk.	-	
MTDL	11:57:48	565	-5	-0.9	1615034500	40	28476	39	287	62	ORDI_PREOPEN	Metrodata Electronics Tbk.	-	
TAXI	11:55:01	22	0	0.0	1610361200	31	712957	29	725	18	WATCH_CALL	Express Transindo Utama Tbk.	-	
PJHB	11:59:57	284	-4	-1.4	1587689800	44	55466	43	1072	42	ORDI_PREOPEN	Pelayaran Jaya Hidup Baru Tbk.	-	
STAR	11:55:01	680	-60	-8.1	1574598000	0	22572	0	190	0	WATCH_CALL	Buana Artha Anugerah Tbk.	-	
SGRO	11:54:14	7825	0	0.0	1571690000	9	2008	8	202	6	ORDI_PREOPEN	Prime Agri Resources Tbk.	-	
RALS	11:59:38	478	0	0.0	1571411800	32	32985	31	749	35	ORDI_PREOPEN	Ramayana Lestari Sentosa Tbk.	-	
LUCY	11:50:27	1735	155	9.8	1568788000	24	9055	24	174	42	ACCEL	Lima Dua Lima Tiga Tbk.	-	
GZCO	11:59:43	218	-2	-0.9	1561030200	33	71729	33	1136	35	ORDI_PREOPEN	Gozco Plantations Tbk.	-	
KOKA	11:59:30	254	-8	-3.1	1559028600	22	61493	22	681	37	ORDI_PREOPEN	Koka Indonesia Tbk.	-	
ROCK	11:52:44	2420	480	24.7	1534533000	28	6438	28	804	38	ORDI_PREOPEN	Rockfields Properti Indonesia Tbk.	-	
SIDO	11:59:23	530	5	1.0	1513429500	70	28636	70	676	80	ORDI_PREOPEN	Industri Jamu dan Farmasi Sido Muncul Tbk.	-	
PGUN	11:59:00	11700	-400	-3.3	1495175000	16	1272	15	302	25	ORDI_PREOPEN	Pradiksi Gunatama Tbk.	-	
ACST	11:57:29	133	4	3.1	1487319800	55	112321	54	844	51	ORDI_PREOPEN	Acset Indonusa Tbk.	-	
MNCN	11:58:47	242	0	0.0	1469106800	17	61163	17	518	37	ORDI_PREOPEN	Media Nusantara Citra Tbk.	-	
VICI	11:59:59	590	-5	-0.8	1462149500	47	24990	46	284	37	ORDI_PREOPEN	Victoria Care Indonesia Tbk.	-	
TOSK	11:58:21	69	-1	-1.4	1439412600	38	205152	37	1222	45	ORDI_PREOPEN	Topindo Solusi Komunika Tbk.	-	
BMBL	11:54:01	59	0	0.0	1428270000	39	235728	38	583	48	ACCEL	Lavender Bina Cendikia Tbk.	-	
FAST	11:58:22	470	-6	-1.3	1422211200	34	30183	33	685	31	ORDI_PREOPEN	Fast Food Indonesia Tbk.	-	
IPCC	11:58:18	1310	-10	-0.8	1413594500	22	10793	22	347	27	ORDI_PREOPEN	Indonesia Kendaraan Terminal Tbk.	-	
KRYA	11:59:53	93	1	1.1	1382283800	38	149366	37	856	42	ORDI_PREOPEN	Bangun Karya Perkasa Jaya Tbk.	-	
RAJADRCH6A	11:59:07	16	3	23.1	1360399500	57	822515	56	1808	53	S_WARI	SW Call 13:1 x6700 RAJA 11 Mar 26 RHB (DR)	-	
SILO	11:58:17	2690	-50	-1.8	1349107000	49	5022	48	389	39	ORDI_PREOPEN	Siloam International Hospitals Tbk.	-	
OKAS	11:59:25	137	-3	-2.1	1348297800	25	97803	25	1352	29	ORDI_PREOPEN	Ancora Indonesia Resources Tbk.	-	
KLAS	11:57:26	91	-2	-2.2	1341990600	26	147453	25	974	30	ORDI_PREOPEN	Pelayaran Kurnia Lautan Semesta Tbk.	-	
NATO	11:59:30	740	-85	-10.3	1277682000	34	16872	33	961	33	ORDI_PREOPEN	Surya Permata Andalan Tbk.	-	
BGTG	11:59:20	140	-1	-0.7	1272599400	22	91045	21	828	32	ORDI_PREOPEN	Bank Ganesha Tbk.	-	
IDEA	11:49:03	138	12	9.5	1268161600	45	91980	45	451	28	ACCEL	Idea Indonesia Akademi Tbk.	-	
MDLN	11:58:49	63	1	1.6	1266621000	57	201194	57	374	55	ORDI_PREOPEN	Modernland Realty Tbk.	-	
DGNS	11:40:51	312	8	2.6	1261726200	64	41231	63	160	58	ORDI_PREOPEN	Diagnos Laboratorium Utama Tbk.	-	
HUMI-W	11:59:07	81	-1	-1.2	1260452600	31	154576	31	655	23	WARI	Waran HUMI  Humpuss Maritim Internasional Tbk.	End Waran 2026-08-07	
RATUDRCM6A	11:57:59	28	7	33.3	1253185700	48	437541	47	1635	46	S_WARI	SW Call 15:1 x19750 RATU 5 Jun 26 RHB (DR)	-	
FOLK	11:59:51	630	-15	-2.3	1251742500	27	19816	26	570	40	ORDI_PREOPEN	Multi Garam Utama Tbk.	-	
ULTJ	11:59:31	1530	-20	-1.3	1246571000	53	8147	52	871	63	ORDI_PREOPEN	Ultrajaya Milk Industry & Trading Company Tbk.	-	
ERTX	11:59:53	246	4	1.7	1244645600	45	49187	45	1153	52	ORDI_PREOPEN	Eratex Djaja Tbk.	-	
HATM	11:59:41	336	-2	-0.6	1228195800	37	36249	36	654	32	ORDI_PREOPEN	Habco Trans Maritima Tbk.	-	
NTBK	11:59:41	92	-4	-4.2	1226016300	34	131331	33	1195	39	ORDI_PREOPEN	Nusatama Berkah Tbk.	-	
ENZO	11:55:01	105	3	2.9	1224628400	16	119348	15	429	30	WATCH_CALL	Morenzo Abadi Perkasa Tbk.	-	
NICE	11:59:20	374	0	0.0	1174130800	62	31003	62	412	41	ORDI_PREOPEN	Adhi Kartiko Pratama Tbk.	-	
MIKA	11:59:57	2360	-50	-2.1	1171394000	26	4908	25	453	35	ORDI_PREOPEN	Mitra Keluarga Karyasehat Tbk.	-	
INOV	11:59:55	159	2	1.3	1170921400	53	72515	52	1156	50	ORDI_PREOPEN	Inocycle Technology Group Tbk.	-	
INDO	11:55:13	274	-6	-2.1	1157470200	30	41786	29	350	37	ORDI_PREOPEN	Royalindo Investa Wijaya Tbk.	-	
INTP	11:59:58	6650	-25	-0.4	1148757500	28	1740	27	260	30	ORDI_PREOPEN	Indocement Tunggal Prakarsa Tbk.	-	
BEEF	11:53:01	312	-4	-1.3	1148317400	32	36606	31	663	33	ORDI_PREOPEN	Estika Tata Tiara Tbk.	-	
CHEM	11:59:53	107	2	1.9	1116020100	43	104121	43	1079	51	ORDI_PREOPEN	Chemstar Indonesia Tbk.	-	
PSAT	11:59:53	1085	60	5.9	1102394500	50	9922	49	655	50	ORDI_PREOPEN	Pancaran Samudera Transport Tbk.	-	
BAIK	11:55:01	400	22	5.8	1100880000	44	27522	43	199	45	WATCH_CALL	Bersama Mencapai Puncak Tbk.	-	
MAHA	11:59:46	165	0	0.0	1079421500	31	65611	30	1043	50	ORDI_PREOPEN	Mandiri Herindo Adiperkasa Tbk.	-	
BTEK	11:55:01	21	-1	-4.5	1075309300	0	499157	0	959	0	WATCH_CALL	Bumi Teknokultura Unggul Tbk	-	
UNIC	11:48:46	12600	1450	13.0	1073075000	77	874	76	315	71	ORDI_PREOPEN	Unggul Indah Cahaya Tbk.	-	
BUMIHDCQ6A	11:59:23	44	-2	-4.3	1069821100	55	226784	53	409	49	S_WARI	SW Call 1,2:1 x314 BUMI 10 Aug 26 KGI (HD)	-	
ASRI	11:59:00	167	0	0.0	1066404100	29	63669	29	411	61	ORDI_PREOPEN	Alam Sutera Realty Tbk.	-	
DOID	11:59:31	312	-4	-1.3	1058590000	28	33639	27	834	17	ORDI_PREOPEN	BUMA Internasional Grup Tbk.	-	
PTRODRCN6A	11:59:43	34	4	13.3	1049697400	55	297959	54	888	48	S_WARI	SW Call 14:1 x18600 PTRO 29 Jun 26 RHB (DR)	-	
MKAP	11:56:47	785	-25	-3.1	1039087000	20	12915	20	416	31	ORDI_PREOPEN	Multikarya Asia Pasifik Raya Tbk.	-	
RATUYUCV6A	11:59:50	47	-16	-25.4	1031811000	40	210285	39	1092	45	S_WARI	SW Call 25:1 x15000 RATU 19 Oct 26 CGS (YU)	-	
GMFI	11:55:01	71	1	1.4	1028510700	61	144064	60	370	57	WATCH_CALL	Garuda Maintenance Facility Aero Asia Tbk.	-	
ITMA	11:57:00	2380	60	2.6	1013592000	60	4389	59	215	52	ORDI_PREOPEN	Sumber Energi Andalan Tbk.	-	
AALI	11:59:55	7500	-50	-0.7	1005467500	32	1339	32	320	24	ORDI_PREOPEN	Astra Agro Lestari Tbk.	-	
JAST	11:59:51	107	-1	-0.9	1000808600	31	94646	31	799	34	ORDI_PREOPEN	Jasnita Telekomindo Tbk.	-	
GMTD	11:58:26	2310	-340	-12.8	992525000	39	4100	38	831	39	ORDI_PREOPEN	Gowa Makassar Tourism Development Tbk.	-	
DFAM	11:59:30	113	-2	-1.7	982902600	35	87049	35	841	38	ORDI_PREOPEN	Dafam Property Indonesia Tbk.	-	
PTROYUCV6A	11:58:57	65	7	12.1	975921800	48	147179	48	326	45	S_WARI	SW Call 8:1 x16000 PTRO 19 Oct 26 CGS (YU)	-	
CTTH	11:59:29	99	-1	-1.0	972369600	31	96978	31	975	36	ORDI_PREOPEN	Citatah Tbk.	-	
HOPE	11:59:10	290	-6	-2.0	968733200	32	33252	31	539	28	ORDI_PREOPEN	Harapan Duta Pertiwi Tbk.	-	
JSPT	11:59:30	2490	-200	-7.4	966877000	56	3763	54	385	40	ORDI_PREOPEN	Jakarta Setiabudi Internasional Tbk.	-	
MEJA	11:52:37	124	11	9.7	961235600	0	77519	0	306	0	ACCEL	Harta Djaya Karya Tbk.	-	
BEST	11:59:57	118	2	1.7	951229000	36	80833	35	340	58	ORDI_PREOPEN	Bekasi Fajar Industrial Estate Tbk.	-	
GPRA	11:59:58	118	0	0.0	946080400	52	80725	51	920	76	ORDI_PREOPEN	Perdana Gapuraprima Tbk.	-	
PTROZPCN6A	11:53:19	77	6	8.5	946005600	37	119864	36	193	43	S_WARI	SW Call 30:1 x7250 PTRO 28 Jul 26 Maybank (ZP)	-	
KDTN	11:58:18	1180	5	0.4	944471500	24	7986	23	265	26	ORDI_PREOPEN	Puri Sentul Permai Tbk.	-	
BSSR	11:58:02	3910	0	0.0	927626000	70	2375	70	227	59	ORDI_PREOPEN	Baramulti Suksessarana Tbk.	-	
MGRO	10:33:32	710	0	0.0	921951500	99	13077	98	85	85	ORDI_PREOPEN	Mahkota Group Tbk.	-	
UDNG	11:52:59	2980	270	10.0	920820000	0	3090	0	116	0	ACCEL	Agro Bahari Nusantara Tbk.	-	
KOCI-W	11:58:32	52	-3	-5.5	912263600	35	178011	35	398	39	WARI	Waran KOCI  Kokoh Exa Nusantara Tbk.	End Waran 2026-10-05	
BSBK	11:59:25	68	0	0.0	910224100	22	135275	21	777	39	ORDI_PREOPEN	Wulandari Bangun Laksana Tbk.	-	
SKBM	11:59:05	585	-55	-8.6	906519500	44	15453	43	741	43	ORDI_PREOPEN	Sekar Bumi Tbk.	-	
HAJJ	11:59:36	159	-1	-0.6	905784800	53	56643	52	618	57	ACCEL	Arsy Buana Travelindo Tbk.	-	
YPAS	11:55:33	675	130	23.9	905780000	43	13500	43	849	52	ORDI_PREOPEN	Yanaprima Hastapersada Tbk	-	
SMKM	11:59:10	140	-4	-2.8	887619600	32	63134	32	788	34	ACCEL	Sumber Mas Konstruksi Tbk.	-	
LIVE	11:59:53	246	-10	-3.9	878334800	29	35294	29	401	47	ORDI_PREOPEN	Homeco Victoria Makmur Tbk.	-	
CITA	11:56:55	4530	30	0.7	875739000	54	1943	53	307	48	ORDI_PREOPEN	Cita Mineral Investindo Tbk.	-	
NANO	11:59:23	48	1	2.1	872557600	35	183258	34	812	52	ACCEL	Nanotech Indonesia Global Tbk.	-	
PPGL	11:55:01	198	0	0.0	872150200	78	45069	76	274	66	WATCH_CALL	Prima Globalindo Logistik Tbk.	-	
HDIT	11:58:41	71	1	1.4	870231900	45	123006	44	760	51	ORDI_PREOPEN	Hensel Davest Indonesia Tbk.	-	
INDX	11:58:31	142	-1	-0.7	866286600	42	61085	41	1154	33	ORDI_PREOPEN	Tanah Laut Tbk	-	
VAST	11:59:47	155	-2	-1.3	865419700	35	55933	34	982	31	ORDI_PREOPEN	Vastland Indonesia Tbk.	-	
BDKR	11:59:57	171	1	0.6	863008400	65	50567	65	255	62	ORDI_PREOPEN	Berdikari Pondasi Perkasa Tbk.	-	
DPUM	11:55:01	184	-20	-9.8	841045600	0	45709	0	235	0	WATCH_CALL	Dua Putra Utama Makmur Tbk.	-	
MPMX	11:58:40	1015	5	0.5	832708500	42	8214	41	267	57	ORDI_PREOPEN	Mitra Pinasthika Mustika Tbk.	-	
BOAT	11:58:44	177	-3	-1.7	822709000	39	46117	38	733	40	ORDI_PREOPEN	Newport Marine Services Tbk.	-	
IKAI	11:55:01	25	0	0.0	822416000	64	317747	63	625	33	WATCH_CALL	Intikeramik Alamasri Industri Tbk.	-	
NAIK	11:55:32	107	-1	-0.9	821960900	51	76027	50	525	56	ORDI_PREOPEN	Adiwarna Anugerah Abadi Tbk.	-	
UVCR	11:59:55	173	1	0.6	813299400	46	47398	45	397	47	ORDI_PREOPEN	Trimegah Karya Pratama Tbk.	-	
IKAN	11:57:47	109	0	0.0	813280700	33	74589	32	833	42	ORDI_PREOPEN	Era Mandiri Cemerlang Tbk.	-	
BDMN	11:47:39	2620	-20	-0.8	802454000	13	3054	13	138	30	ORDI_PREOPEN	Bank Danamon Indonesia Tbk.	-	
MBTO	11:59:49	158	5	3.3	794650300	42	49852	42	823	50	ORDI_PREOPEN	Martina Berto Tbk.	-	
CGAS	11:59:49	176	5	2.9	787846700	69	44846	69	489	65	ORDI_PREOPEN	Citra Nusantara Gemilang Tbk.	-	
SLIS	11:59:11	87	-1	-1.1	775956900	42	89178	41	615	48	ORDI_PREOPEN	Gaya Abadi Sempurna Tbk.	-	
VIVA	11:55:01	41	3	7.9	773161600	43	188576	42	353	48	WATCH_CALL	Visi Media Asia Tbk.	-	
MDIA	11:55:01	49	0	0.0	766324200	8	146630	7	353	8	WATCH_CALL	Intermedia Capital Tbk.	-	
GPSO	11:58:42	520	0	0.0	761610500	56	14609	55	354	54	ORDI_PREOPEN	Geoprima Solusi Tbk.	-	
BRPTBQCH6A	11:59:56	8	0	0.0	757839900	54	876932	51	1473	51	S_WARI	SW Call 10:1 x4500 BRPT 26 Mar 26 KISI (BQ)	-	
MGNA	11:57:49	180	-8	-4.3	756721200	27	40924	26	611	27	ORDI_PREOPEN	Magna Investama Mandiri Tbk.	-	
SNLK	11:39:23	364	-4	-1.1	755414800	96	20651	96	256	87	ORDI_PREOPEN	Sunter Lakeside Hotel Tbk.	-	
ATAP	11:57:17	675	10	1.5	755111000	37	11226	36	333	42	ORDI_PREOPEN	Trimitra Prawara Goldland Tbk.	-	
MPIX	11:59:54	80	-1	-1.2	746307400	32	92849	31	1306	57	ORDI_PREOPEN	Mitra Pedagang Indonesia Tbk.	-	
PANIHDCN6A	11:51:20	28	-2	-6.7	741773000	18	274306	17	184	40	S_WARI	SW Call 50:1 x15504 PANI 26 Jun 26 KGI (HD)	-	
MSKY	11:52:39	81	-2	-2.4	730228300	46	88885	46	470	45	ORDI_PREOPEN	MNC Sky Vision Tbk.	-	
RCCC	11:54:15	139	-4	-2.8	720719800	45	51219	43	519	40	ACCEL	Utama Radar Cahaya Tbk.	-	
BABY	11:59:38	330	0	0.0	720251200	50	22180	49	556	44	ORDI_PREOPEN	Multitrend Indo Tbk.	-	
PEGE	11:58:34	220	-4	-1.8	720041600	21	32876	20	369	22	ORDI_PREOPEN	Panca Global Kapital Tbk.	-	
SOHO	11:51:04	2960	-120	-3.9	713293000	31	2371	31	412	35	ORDI_PREOPEN	Soho Global Health Tbk.	-	
ENRGDRCN6A	11:59:21	48	11	29.7	711678100	66	147663	63	139	45	S_WARI	SW Call 3:1 x2100 ENRG 29 Jun 26 RHB (DR)	-	
YOII	11:57:33	101	-2	-1.9	704633400	13	69294	12	655	22	ORDI_PREOPEN	Asuransi Digital Bersama Tbk.	-	
